county_state,county_fips,cases,risk_level_county,mean_vaccination_rate_county,popup_info
"Blaine County, OK",40011,17,Medium Risk (70–79% vaccinated),71.52,<ul><li><b>73043</b>: Very High Risk (<60% vaccinated)</li><li><b>73764</b>: Uninhabited</li><li><b>73770</b>: Uninhabited</li><li><b>73040</b>: Medium Risk (70–79% vaccinated)</li><li><b>73755</b>: Medium Risk (70–79% vaccinated)</li><li><b>73096</b>: Higher Risk (60–69% vaccinated)</li><li><b>73669</b>: Medium Risk (70–79% vaccinated)</li><li><b>73646</b>: Higher Risk (60–69% vaccinated)</li><li><b>73724</b>: Medium Risk (70–79% vaccinated)</li><li><b>73763</b>: Medium Risk (70–79% vaccinated)</li><li><b>73744</b>: Higher Risk (60–69% vaccinated)</li><li><b>73048</b>: Very High Risk (<60% vaccinated)</li><li><b>73658</b>: Higher Risk (60–69% vaccinated)</li><li><b>73772</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Blair County, PA",42013,16,Higher Risk (60–69% vaccinated),67.92,<ul><li><b>16684</b>: Uninhabited</li><li><b>16601</b>: Medium Risk (70–79% vaccinated)</li><li><b>16682</b>: Uninhabited</li><li><b>16631</b>: Uninhabited</li><li><b>16686</b>: Medium Risk (70–79% vaccinated)</li><li><b>16693</b>: Medium Risk (70–79% vaccinated)</li><li><b>16617</b>: Medium Risk (70–79% vaccinated)</li><li><b>16662</b>: Medium Risk (70–79% vaccinated)</li><li><b>16602</b>: Medium Risk (70–79% vaccinated)</li><li><b>16613</b>: Medium Risk (70–79% vaccinated)</li><li><b>16625</b>: Medium Risk (70–79% vaccinated)</li><li><b>16637</b>: Medium Risk (70–79% vaccinated)</li><li><b>16641</b>: Medium Risk (70–79% vaccinated)</li><li><b>16648</b>: Medium Risk (70–79% vaccinated)</li><li><b>16636</b>: Medium Risk (70–79% vaccinated)</li><li><b>16655</b>: Higher Risk (60–69% vaccinated)</li><li><b>16665</b>: Medium Risk (70–79% vaccinated)</li><li><b>16673</b>: Medium Risk (70–79% vaccinated)</li><li><b>16635</b>: Medium Risk (70–79% vaccinated)</li><li><b>15946</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Blanco County, TX",48031,803,Higher Risk (60–69% vaccinated),64.33,<ul><li><b>78676</b>: Higher Risk (60–69% vaccinated)</li><li><b>78606</b>: Higher Risk (60–69% vaccinated)</li><li><b>78620</b>: Medium Risk (70–79% vaccinated)</li><li><b>78070</b>: Higher Risk (60–69% vaccinated)</li><li><b>78663</b>: Very High Risk (<60% vaccinated)</li><li><b>78669</b>: Medium Risk (70–79% vaccinated)</li><li><b>78636</b>: Very High Risk (<60% vaccinated)</li><li><b>78635</b>: Uninhabited</li></ul>
"Bland County, VA",51021,4,Lower Risk (80–84% vaccinated),82.38,<ul><li><b>24315</b>: Medium Risk (70–79% vaccinated)</li><li><b>24084</b>: Medium Risk (70–79% vaccinated)</li><li><b>24318</b>: Lower Risk (80–84% vaccinated)</li><li><b>24314</b>: Lowest Risk (85%+)</li><li><b>24124</b>: Lower Risk (80–84% vaccinated)</li><li><b>24366</b>: Lowest Risk (85%+)</li></ul>
"Bleckley County, GA",13023,10,Very High Risk (<60% vaccinated),50.04,<ul><li><b>31014</b>: Higher Risk (60–69% vaccinated)</li><li><b>31036</b>: Higher Risk (60–69% vaccinated)</li><li><b>31012</b>: Very High Risk (<60% vaccinated)</li><li><b>31017</b>: Higher Risk (60–69% vaccinated)</li><li><b>31022</b>: Higher Risk (60–69% vaccinated)</li><li><b>31065</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Bledsoe County, TN",47007,7,Higher Risk (60–69% vaccinated),65.06,<ul><li><b>37327</b>: Medium Risk (70–79% vaccinated)</li><li><b>37338</b>: Higher Risk (60–69% vaccinated)</li><li><b>37332</b>: Higher Risk (60–69% vaccinated)</li><li><b>37379</b>: Higher Risk (60–69% vaccinated)</li><li><b>37381</b>: Medium Risk (70–79% vaccinated)</li><li><b>37321</b>: Medium Risk (70–79% vaccinated)</li><li><b>38572</b>: Medium Risk (70–79% vaccinated)</li><li><b>37367</b>: Higher Risk (60–69% vaccinated)</li><li><b>37337</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Blount County, AL",01009,1,Medium Risk (70–79% vaccinated),77.52,<ul><li><b>35126</b>: Higher Risk (60–69% vaccinated)</li><li><b>35957</b>: Higher Risk (60–69% vaccinated)</li><li><b>35976</b>: Medium Risk (70–79% vaccinated)</li><li><b>35180</b>: Medium Risk (70–79% vaccinated)</li><li><b>35121</b>: Higher Risk (60–69% vaccinated)</li><li><b>35146</b>: Medium Risk (70–79% vaccinated)</li><li><b>35013</b>: Medium Risk (70–79% vaccinated)</li><li><b>35031</b>: Higher Risk (60–69% vaccinated)</li><li><b>35079</b>: Medium Risk (70–79% vaccinated)</li><li><b>35049</b>: Higher Risk (60–69% vaccinated)</li><li><b>35063</b>: Medium Risk (70–79% vaccinated)</li><li><b>35133</b>: Higher Risk (60–69% vaccinated)</li><li><b>35172</b>: Higher Risk (60–69% vaccinated)</li><li><b>35952</b>: Higher Risk (60–69% vaccinated)</li><li><b>35097</b>: Medium Risk (70–79% vaccinated)</li><li><b>35980</b>: Higher Risk (60–69% vaccinated)</li><li><b>35016</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Blount County, TN",47009,7,Medium Risk (70–79% vaccinated),73.84,<ul><li><b>37804</b>: Medium Risk (70–79% vaccinated)</li><li><b>37803</b>: Medium Risk (70–79% vaccinated)</li><li><b>37920</b>: Medium Risk (70–79% vaccinated)</li><li><b>37882</b>: Higher Risk (60–69% vaccinated)</li><li><b>37742</b>: Medium Risk (70–79% vaccinated)</li><li><b>37777</b>: Higher Risk (60–69% vaccinated)</li><li><b>37853</b>: Medium Risk (70–79% vaccinated)</li><li><b>37886</b>: Higher Risk (60–69% vaccinated)</li><li><b>37878</b>: Lower Risk (80–84% vaccinated)</li><li><b>37701</b>: Medium Risk (70–79% vaccinated)</li><li><b>37737</b>: Higher Risk (60–69% vaccinated)</li><li><b>37865</b>: Medium Risk (70–79% vaccinated)</li><li><b>37801</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Blue Earth County, MN",27013,20,Medium Risk (70–79% vaccinated),78.21,<ul><li><b>56055</b>: Medium Risk (70–79% vaccinated)</li><li><b>56060</b>: Very High Risk (<60% vaccinated)</li><li><b>56001</b>: Medium Risk (70–79% vaccinated)</li><li><b>56041</b>: Medium Risk (70–79% vaccinated)</li><li><b>56080</b>: Medium Risk (70–79% vaccinated)</li><li><b>56062</b>: Medium Risk (70–79% vaccinated)</li><li><b>56063</b>: Lower Risk (80–84% vaccinated)</li><li><b>56065</b>: Higher Risk (60–69% vaccinated)</li><li><b>56048</b>: Higher Risk (60–69% vaccinated)</li><li><b>56024</b>: Higher Risk (60–69% vaccinated)</li><li><b>56003</b>: Lower Risk (80–84% vaccinated)</li><li><b>56010</b>: Higher Risk (60–69% vaccinated)</li><li><b>56090</b>: Very High Risk (<60% vaccinated)</li><li><b>56068</b>: Medium Risk (70–79% vaccinated)</li><li><b>56073</b>: Medium Risk (70–79% vaccinated)</li><li><b>56078</b>: Higher Risk (60–69% vaccinated)</li><li><b>56037</b>: Very High Risk (<60% vaccinated)</li><li><b>56034</b>: Medium Risk (70–79% vaccinated)</li><li><b>56050</b>: Higher Risk (60–69% vaccinated)</li><li><b>56088</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Boise County, ID",16015,3,Medium Risk (70–79% vaccinated),76.14,<ul><li><b>83622</b>: Medium Risk (70–79% vaccinated)</li><li><b>83637</b>: Lowest Risk (85%+)</li><li><b>83631</b>: Medium Risk (70–79% vaccinated)</li><li><b>83629</b>: Medium Risk (70–79% vaccinated)</li><li><b>83716</b>: Lower Risk (80–84% vaccinated)</li><li><b>83702</b>: Lower Risk (80–84% vaccinated)</li><li><b>83602</b>: Uninhabited</li><li><b>83670</b>: Medium Risk (70–79% vaccinated)</li><li><b>83666</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Bolivar County, MS",28011,0,Very High Risk (<60% vaccinated),54.05,<ul><li><b>38703</b>: Higher Risk (60–69% vaccinated)</li><li><b>38733</b>: Uninhabited</li><li><b>38614</b>: Higher Risk (60–69% vaccinated)</li><li><b>38781</b>: Uninhabited</li><li><b>38769</b>: Higher Risk (60–69% vaccinated)</li><li><b>38720</b>: Higher Risk (60–69% vaccinated)</li><li><b>38726</b>: Medium Risk (70–79% vaccinated)</li><li><b>38772</b>: Very High Risk (<60% vaccinated)</li><li><b>38764</b>: Higher Risk (60–69% vaccinated)</li><li><b>38773</b>: Higher Risk (60–69% vaccinated)</li><li><b>38774</b>: Higher Risk (60–69% vaccinated)</li><li><b>38730</b>: Very High Risk (<60% vaccinated)</li><li><b>38740</b>: Higher Risk (60–69% vaccinated)</li><li><b>38746</b>: Uninhabited</li><li><b>38725</b>: Higher Risk (60–69% vaccinated)</li><li><b>38732</b>: Higher Risk (60–69% vaccinated)</li><li><b>38759</b>: Very High Risk (<60% vaccinated)</li><li><b>38762</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Bollinger County, MO",29017,6,Higher Risk (60–69% vaccinated),69.03,<ul><li><b>63764</b>: Lower Risk (80–84% vaccinated)</li><li><b>63730</b>: Medium Risk (70–79% vaccinated)</li><li><b>63760</b>: Medium Risk (70–79% vaccinated)</li><li><b>63662</b>: Lower Risk (80–84% vaccinated)</li><li><b>63960</b>: Medium Risk (70–79% vaccinated)</li><li><b>63782</b>: Lowest Risk (85%+)</li><li><b>63787</b>: Lowest Risk (85%+)</li><li><b>63775</b>: Medium Risk (70–79% vaccinated)</li><li><b>63751</b>: Uninhabited</li><li><b>63766</b>: Lower Risk (80–84% vaccinated)</li><li><b>63750</b>: Medium Risk (70–79% vaccinated)</li><li><b>63655</b>: Lower Risk (80–84% vaccinated)</li><li><b>63785</b>: Lower Risk (80–84% vaccinated)</li><li><b>63781</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Bon Homme County, SD",46009,12,Medium Risk (70–79% vaccinated),76.04,<ul><li><b>57040</b>: Medium Risk (70–79% vaccinated)</li><li><b>57059</b>: Lower Risk (80–84% vaccinated)</li><li><b>57376</b>: Medium Risk (70–79% vaccinated)</li><li><b>57315</b>: Higher Risk (60–69% vaccinated)</li><li><b>57062</b>: Medium Risk (70–79% vaccinated)</li><li><b>57066</b>: Medium Risk (70–79% vaccinated)</li><li><b>57063</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Bond County, IL",17005,12,Medium Risk (70–79% vaccinated),74.57,<ul><li><b>62273</b>: Higher Risk (60–69% vaccinated)</li><li><b>62284</b>: Medium Risk (70–79% vaccinated)</li><li><b>62275</b>: Medium Risk (70–79% vaccinated)</li><li><b>62077</b>: Lowest Risk (85%+)</li><li><b>62074</b>: Medium Risk (70–79% vaccinated)</li><li><b>62017</b>: Higher Risk (60–69% vaccinated)</li><li><b>62262</b>: Medium Risk (70–79% vaccinated)</li><li><b>62246</b>: Medium Risk (70–79% vaccinated)</li><li><b>62249</b>: Lower Risk (80–84% vaccinated)</li><li><b>62253</b>: Lower Risk (80–84% vaccinated)</li><li><b>62086</b>: Medium Risk (70–79% vaccinated)</li><li><b>62019</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Bonner County, ID",16017,3,Higher Risk (60–69% vaccinated),63.59,<ul><li><b>83856</b>: Higher Risk (60–69% vaccinated)</li><li><b>83848</b>: Higher Risk (60–69% vaccinated)</li><li><b>83801</b>: Higher Risk (60–69% vaccinated)</li><li><b>83821</b>: Uninhabited</li><li><b>83864</b>: Higher Risk (60–69% vaccinated)</li><li><b>83822</b>: Higher Risk (60–69% vaccinated)</li><li><b>83869</b>: Medium Risk (70–79% vaccinated)</li><li><b>83841</b>: Medium Risk (70–79% vaccinated)</li><li><b>83825</b>: Uninhabited</li><li><b>83804</b>: Very High Risk (<60% vaccinated)</li><li><b>83809</b>: Uninhabited</li><li><b>83840</b>: Medium Risk (70–79% vaccinated)</li><li><b>83813</b>: Higher Risk (60–69% vaccinated)</li><li><b>83836</b>: Higher Risk (60–69% vaccinated)</li><li><b>83803</b>: Medium Risk (70–79% vaccinated)</li><li><b>83811</b>: Medium Risk (70–79% vaccinated)</li><li><b>83852</b>: Medium Risk (70–79% vaccinated)</li><li><b>83860</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Bonneville County, ID",16019,3,Medium Risk (70–79% vaccinated),73.65,<ul><li><b>83442</b>: Medium Risk (70–79% vaccinated)</li><li><b>83402</b>: Medium Risk (70–79% vaccinated)</li><li><b>83120</b>: Medium Risk (70–79% vaccinated)</li><li><b>83449</b>: Higher Risk (60–69% vaccinated)</li><li><b>83285</b>: Uninhabited</li><li><b>83401</b>: Medium Risk (70–79% vaccinated)</li><li><b>83428</b>: Medium Risk (70–79% vaccinated)</li><li><b>83454</b>: Medium Risk (70–79% vaccinated)</li><li><b>83404</b>: Medium Risk (70–79% vaccinated)</li><li><b>83274</b>: Medium Risk (70–79% vaccinated)</li><li><b>83444</b>: Higher Risk (60–69% vaccinated)</li><li><b>83443</b>: Medium Risk (70–79% vaccinated)</li><li><b>83406</b>: Medium Risk (70–79% vaccinated)</li><li><b>83427</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Boone County, AR",05009,8,Higher Risk (60–69% vaccinated),64.92,<ul><li><b>72615</b>: Uninhabited</li><li><b>72644</b>: Higher Risk (60–69% vaccinated)</li><li><b>72630</b>: Medium Risk (70–79% vaccinated)</li><li><b>72687</b>: Higher Risk (60–69% vaccinated)</li><li><b>72633</b>: Lower Risk (80–84% vaccinated)</li><li><b>72601</b>: Medium Risk (70–79% vaccinated)</li><li><b>72662</b>: Higher Risk (60–69% vaccinated)</li><li><b>65733</b>: Medium Risk (70–79% vaccinated)</li><li><b>72611</b>: Higher Risk (60–69% vaccinated)</li><li><b>72685</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Boone County, IA",19015,8,Medium Risk (70–79% vaccinated),75.05,<ul><li><b>50040</b>: Uninhabited</li><li><b>50031</b>: Uninhabited</li><li><b>50223</b>: Medium Risk (70–79% vaccinated)</li><li><b>50243</b>: Higher Risk (60–69% vaccinated)</li><li><b>50152</b>: Uninhabited</li><li><b>50014</b>: Medium Risk (70–79% vaccinated)</li><li><b>50276</b>: Higher Risk (60–69% vaccinated)</li><li><b>50039</b>: Very High Risk (<60% vaccinated)</li><li><b>50248</b>: Higher Risk (60–69% vaccinated)</li><li><b>50217</b>: Very High Risk (<60% vaccinated)</li><li><b>50220</b>: Higher Risk (60–69% vaccinated)</li><li><b>50249</b>: Medium Risk (70–79% vaccinated)</li><li><b>50134</b>: Very High Risk (<60% vaccinated)</li><li><b>50064</b>: Very High Risk (<60% vaccinated)</li><li><b>50235</b>: Very High Risk (<60% vaccinated)</li><li><b>50244</b>: Higher Risk (60–69% vaccinated)</li><li><b>50107</b>: Higher Risk (60–69% vaccinated)</li><li><b>50156</b>: Medium Risk (70–79% vaccinated)</li><li><b>50212</b>: Higher Risk (60–69% vaccinated)</li><li><b>50036</b>: Medium Risk (70–79% vaccinated)</li><li><b>50530</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Boone County, IL",17007,12,Medium Risk (70–79% vaccinated),78.89,<ul><li><b>60135</b>: Higher Risk (60–69% vaccinated)</li><li><b>61111</b>: Medium Risk (70–79% vaccinated)</li><li><b>61107</b>: Medium Risk (70–79% vaccinated)</li><li><b>61038</b>: Higher Risk (60–69% vaccinated)</li><li><b>60033</b>: Higher Risk (60–69% vaccinated)</li><li><b>60146</b>: Higher Risk (60–69% vaccinated)</li><li><b>61011</b>: Very High Risk (<60% vaccinated)</li><li><b>61012</b>: Higher Risk (60–69% vaccinated)</li><li><b>61008</b>: Higher Risk (60–69% vaccinated)</li><li><b>61065</b>: Higher Risk (60–69% vaccinated)</li><li><b>61080</b>: Higher Risk (60–69% vaccinated)</li><li><b>61016</b>: Higher Risk (60–69% vaccinated)</li><li><b>60145</b>: Higher Risk (60–69% vaccinated)</li><li><b>61073</b>: Medium Risk (70–79% vaccinated)</li><li><b>61114</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Boone County, IN",18011,8,Higher Risk (60–69% vaccinated),62.57,<ul><li><b>46268</b>: Medium Risk (70–79% vaccinated)</li><li><b>46102</b>: Uninhabited</li><li><b>46147</b>: Higher Risk (60–69% vaccinated)</li><li><b>46075</b>: Medium Risk (70–79% vaccinated)</li><li><b>46035</b>: Medium Risk (70–79% vaccinated)</li><li><b>46071</b>: Medium Risk (70–79% vaccinated)</li><li><b>46077</b>: Lower Risk (80–84% vaccinated)</li><li><b>46112</b>: Lower Risk (80–84% vaccinated)</li><li><b>47933</b>: Medium Risk (70–79% vaccinated)</li><li><b>47968</b>: Very High Risk (<60% vaccinated)</li><li><b>46050</b>: Medium Risk (70–79% vaccinated)</li><li><b>46052</b>: Lower Risk (80–84% vaccinated)</li><li><b>46069</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Boone County, KY",21015,13,Higher Risk (60–69% vaccinated),63.45,<ul><li><b>41091</b>: Medium Risk (70–79% vaccinated)</li><li><b>41094</b>: Medium Risk (70–79% vaccinated)</li><li><b>41018</b>: Medium Risk (70–79% vaccinated)</li><li><b>41030</b>: Medium Risk (70–79% vaccinated)</li><li><b>41092</b>: Higher Risk (60–69% vaccinated)</li><li><b>41048</b>: Medium Risk (70–79% vaccinated)</li><li><b>41042</b>: Medium Risk (70–79% vaccinated)</li><li><b>41005</b>: Higher Risk (60–69% vaccinated)</li><li><b>41080</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Boone County, MO",29019,6,Medium Risk (70–79% vaccinated),77.35,<ul><li><b>65243</b>: Very High Risk (<60% vaccinated)</li><li><b>65010</b>: Medium Risk (70–79% vaccinated)</li><li><b>65215</b>: Uninhabited</li><li><b>65201</b>: Medium Risk (70–79% vaccinated)</li><li><b>65063</b>: Higher Risk (60–69% vaccinated)</li><li><b>65256</b>: Higher Risk (60–69% vaccinated)</li><li><b>65216</b>: Uninhabited</li><li><b>65039</b>: Medium Risk (70–79% vaccinated)</li><li><b>65202</b>: Higher Risk (60–69% vaccinated)</li><li><b>65240</b>: Medium Risk (70–79% vaccinated)</li><li><b>65203</b>: Medium Risk (70–79% vaccinated)</li><li><b>65284</b>: Medium Risk (70–79% vaccinated)</li><li><b>65279</b>: Higher Risk (60–69% vaccinated)</li><li><b>65255</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Boone County, NE",31011,1,Medium Risk (70–79% vaccinated),74.39,<ul><li><b>68623</b>: Very High Risk (<60% vaccinated)</li><li><b>68655</b>: Very High Risk (<60% vaccinated)</li><li><b>68758</b>: Medium Risk (70–79% vaccinated)</li><li><b>68781</b>: Higher Risk (60–69% vaccinated)</li><li><b>68652</b>: Higher Risk (60–69% vaccinated)</li><li><b>68627</b>: Medium Risk (70–79% vaccinated)</li><li><b>68660</b>: Medium Risk (70–79% vaccinated)</li><li><b>68620</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Boone County, WV",54005,0,Medium Risk (70–79% vaccinated),71.7,<ul><li><b>25565</b>: Medium Risk (70–79% vaccinated)</li><li><b>25003</b>: Higher Risk (60–69% vaccinated)</li><li><b>25193</b>: Medium Risk (70–79% vaccinated)</li><li><b>25051</b>: Higher Risk (60–69% vaccinated)</li><li><b>25169</b>: Medium Risk (70–79% vaccinated)</li><li><b>25203</b>: Uninhabited</li><li><b>25208</b>: Lower Risk (80–84% vaccinated)</li><li><b>25093</b>: Uninhabited</li><li><b>25508</b>: Medium Risk (70–79% vaccinated)</li><li><b>25114</b>: Uninhabited</li><li><b>25053</b>: Medium Risk (70–79% vaccinated)</li><li><b>25154</b>: Higher Risk (60–69% vaccinated)</li><li><b>25206</b>: Uninhabited</li><li><b>25081</b>: Higher Risk (60–69% vaccinated)</li><li><b>25028</b>: Medium Risk (70–79% vaccinated)</li><li><b>25047</b>: Medium Risk (70–79% vaccinated)</li><li><b>25108</b>: Medium Risk (70–79% vaccinated)</li><li><b>25165</b>: Uninhabited</li><li><b>25024</b>: Higher Risk (60–69% vaccinated)</li><li><b>25181</b>: Uninhabited</li><li><b>25209</b>: Medium Risk (70–79% vaccinated)</li><li><b>25021</b>: Uninhabited</li><li><b>25205</b>: Medium Risk (70–79% vaccinated)</li><li><b>25009</b>: Medium Risk (70–79% vaccinated)</li><li><b>25049</b>: Medium Risk (70–79% vaccinated)</li><li><b>25130</b>: Medium Risk (70–79% vaccinated)</li><li><b>25529</b>: Medium Risk (70–79% vaccinated)</li><li><b>25149</b>: Uninhabited</li><li><b>25142</b>: Higher Risk (60–69% vaccinated)</li><li><b>25204</b>: Uninhabited</li><li><b>25148</b>: Medium Risk (70–79% vaccinated)</li></ul>
