county_state,county_fips,cases,risk_level_county,mean_vaccination_rate_county,popup_info
"Henderson County, TX",48213,803,Higher Risk (60–69% vaccinated),68.28,<ul><li><b>75751</b>: Higher Risk (60–69% vaccinated)</li><li><b>75803</b>: Very High Risk (<60% vaccinated)</li><li><b>75763</b>: Higher Risk (60–69% vaccinated)</li><li><b>75143</b>: Higher Risk (60–69% vaccinated)</li><li><b>75752</b>: Higher Risk (60–69% vaccinated)</li><li><b>75758</b>: Higher Risk (60–69% vaccinated)</li><li><b>75782</b>: Uninhabited</li><li><b>75124</b>: Higher Risk (60–69% vaccinated)</li><li><b>75778</b>: Very High Risk (<60% vaccinated)</li><li><b>75163</b>: Higher Risk (60–69% vaccinated)</li><li><b>75147</b>: Higher Risk (60–69% vaccinated)</li><li><b>75756</b>: Higher Risk (60–69% vaccinated)</li><li><b>75853</b>: Higher Risk (60–69% vaccinated)</li><li><b>75770</b>: Higher Risk (60–69% vaccinated)</li><li><b>75148</b>: Higher Risk (60–69% vaccinated)</li><li><b>75156</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hendricks County, IN",18063,8,Lower Risk (80–84% vaccinated),84.92,<ul><li><b>46167</b>: Medium Risk (70–79% vaccinated)</li><li><b>46123</b>: Medium Risk (70–79% vaccinated)</li><li><b>46121</b>: Medium Risk (70–79% vaccinated)</li><li><b>46278</b>: Medium Risk (70–79% vaccinated)</li><li><b>46158</b>: Medium Risk (70–79% vaccinated)</li><li><b>46147</b>: Higher Risk (60–69% vaccinated)</li><li><b>46122</b>: Medium Risk (70–79% vaccinated)</li><li><b>46234</b>: Medium Risk (70–79% vaccinated)</li><li><b>46168</b>: Medium Risk (70–79% vaccinated)</li><li><b>46231</b>: Higher Risk (60–69% vaccinated)</li><li><b>46113</b>: Medium Risk (70–79% vaccinated)</li><li><b>46112</b>: Lower Risk (80–84% vaccinated)</li><li><b>47968</b>: Very High Risk (<60% vaccinated)</li><li><b>46180</b>: Medium Risk (70–79% vaccinated)</li><li><b>46165</b>: Lowest Risk (85%+)</li><li><b>46149</b>: Medium Risk (70–79% vaccinated)</li><li><b>46118</b>: Medium Risk (70–79% vaccinated)</li><li><b>46103</b>: Lower Risk (80–84% vaccinated)</li><li><b>46052</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Hendry County, FL",12051,6,Very High Risk (<60% vaccinated),56.97,<ul><li><b>33936</b>: Very High Risk (<60% vaccinated)</li><li><b>33935</b>: Very High Risk (<60% vaccinated)</li><li><b>33930</b>: Very High Risk (<60% vaccinated)</li><li><b>33471</b>: Very High Risk (<60% vaccinated)</li><li><b>34142</b>: Very High Risk (<60% vaccinated)</li><li><b>33440</b>: Very High Risk (<60% vaccinated)</li></ul>
"Hennepin County, MN",27053,20,Medium Risk (70–79% vaccinated),75.87,<ul><li><b>55424</b>: Lowest Risk (85%+)</li><li><b>55316</b>: Lower Risk (80–84% vaccinated)</li><li><b>55341</b>: Medium Risk (70–79% vaccinated)</li><li><b>55345</b>: Lowest Risk (85%+)</li><li><b>55436</b>: Lowest Risk (85%+)</li><li><b>55439</b>: Lowest Risk (85%+)</li><li><b>55441</b>: Lower Risk (80–84% vaccinated)</li><li><b>55415</b>: Lower Risk (80–84% vaccinated)</li><li><b>55420</b>: Lower Risk (80–84% vaccinated)</li><li><b>55407</b>: Medium Risk (70–79% vaccinated)</li><li><b>55401</b>: Lowest Risk (85%+)</li><li><b>55409</b>: Lowest Risk (85%+)</li><li><b>55442</b>: Lowest Risk (85%+)</li><li><b>55347</b>: Lowest Risk (85%+)</li><li><b>55387</b>: Lowest Risk (85%+)</li><li><b>55405</b>: Lower Risk (80–84% vaccinated)</li><li><b>55425</b>: Higher Risk (60–69% vaccinated)</li><li><b>55404</b>: Medium Risk (70–79% vaccinated)</li><li><b>55388</b>: Lower Risk (80–84% vaccinated)</li><li><b>55402</b>: Lowest Risk (85%+)</li><li><b>55427</b>: Medium Risk (70–79% vaccinated)</li><li><b>55421</b>: Medium Risk (70–79% vaccinated)</li><li><b>55346</b>: Lowest Risk (85%+)</li><li><b>55455</b>: Uninhabited</li><li><b>55422</b>: Lower Risk (80–84% vaccinated)</li><li><b>55406</b>: Lower Risk (80–84% vaccinated)</li><li><b>55317</b>: Lowest Risk (85%+)</li><li><b>55331</b>: Lowest Risk (85%+)</li><li><b>55444</b>: Medium Risk (70–79% vaccinated)</li><li><b>55305</b>: Lowest Risk (85%+)</li><li><b>55435</b>: Lowest Risk (85%+)</li><li><b>55311</b>: Lowest Risk (85%+)</li><li><b>55450</b>: Uninhabited</li><li><b>55416</b>: Lowest Risk (85%+)</li><li><b>55373</b>: Lower Risk (80–84% vaccinated)</li><li><b>55403</b>: Lower Risk (80–84% vaccinated)</li><li><b>55443</b>: Medium Risk (70–79% vaccinated)</li><li><b>55356</b>: Lowest Risk (85%+)</li><li><b>55445</b>: Lower Risk (80–84% vaccinated)</li><li><b>55417</b>: Lowest Risk (85%+)</li><li><b>55340</b>: Lower Risk (80–84% vaccinated)</li><li><b>55423</b>: Lower Risk (80–84% vaccinated)</li><li><b>55428</b>: Medium Risk (70–79% vaccinated)</li><li><b>55430</b>: Medium Risk (70–79% vaccinated)</li><li><b>55374</b>: Lower Risk (80–84% vaccinated)</li><li><b>55375</b>: Medium Risk (70–79% vaccinated)</li><li><b>55438</b>: Lower Risk (80–84% vaccinated)</li><li><b>55384</b>: Lowest Risk (85%+)</li><li><b>55437</b>: Lowest Risk (85%+)</li><li><b>55410</b>: Lowest Risk (85%+)</li><li><b>55411</b>: Medium Risk (70–79% vaccinated)</li><li><b>55413</b>: Lowest Risk (85%+)</li><li><b>55418</b>: Lowest Risk (85%+)</li><li><b>55391</b>: Lowest Risk (85%+)</li><li><b>55454</b>: Medium Risk (70–79% vaccinated)</li><li><b>55446</b>: Lower Risk (80–84% vaccinated)</li><li><b>55111</b>: Uninhabited</li><li><b>55414</b>: Medium Risk (70–79% vaccinated)</li><li><b>55419</b>: Lowest Risk (85%+)</li><li><b>55364</b>: Lowest Risk (85%+)</li><li><b>55327</b>: Lower Risk (80–84% vaccinated)</li><li><b>55357</b>: Higher Risk (60–69% vaccinated)</li><li><b>55447</b>: Lowest Risk (85%+)</li><li><b>55343</b>: Medium Risk (70–79% vaccinated)</li><li><b>55344</b>: Lowest Risk (85%+)</li><li><b>55408</b>: Lower Risk (80–84% vaccinated)</li><li><b>55313</b>: Lower Risk (80–84% vaccinated)</li><li><b>55412</b>: Medium Risk (70–79% vaccinated)</li><li><b>55426</b>: Lowest Risk (85%+)</li><li><b>55429</b>: Medium Risk (70–79% vaccinated)</li><li><b>55369</b>: Lowest Risk (85%+)</li><li><b>55359</b>: Medium Risk (70–79% vaccinated)</li><li><b>55328</b>: Lower Risk (80–84% vaccinated)</li><li><b>55431</b>: Lowest Risk (85%+)</li></ul>
"Henrico County, VA",51087,4,Higher Risk (60–69% vaccinated),62.79,<ul><li><b>23231</b>: Medium Risk (70–79% vaccinated)</li><li><b>23229</b>: Medium Risk (70–79% vaccinated)</li><li><b>23030</b>: Medium Risk (70–79% vaccinated)</li><li><b>23060</b>: Lower Risk (80–84% vaccinated)</li><li><b>23222</b>: Medium Risk (70–79% vaccinated)</li><li><b>23150</b>: Medium Risk (70–79% vaccinated)</li><li><b>23250</b>: Uninhabited</li><li><b>23228</b>: Medium Risk (70–79% vaccinated)</li><li><b>23230</b>: Lower Risk (80–84% vaccinated)</li><li><b>23227</b>: Medium Risk (70–79% vaccinated)</li><li><b>23223</b>: Medium Risk (70–79% vaccinated)</li><li><b>23075</b>: Medium Risk (70–79% vaccinated)</li><li><b>23059</b>: Medium Risk (70–79% vaccinated)</li><li><b>23226</b>: Lowest Risk (85%+)</li><li><b>23233</b>: Medium Risk (70–79% vaccinated)</li><li><b>23294</b>: Medium Risk (70–79% vaccinated)</li><li><b>23238</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Henry County, AL",01067,1,Higher Risk (60–69% vaccinated),65.31,<ul><li><b>36303</b>: Higher Risk (60–69% vaccinated)</li><li><b>36353</b>: Medium Risk (70–79% vaccinated)</li><li><b>36310</b>: Higher Risk (60–69% vaccinated)</li><li><b>36345</b>: Medium Risk (70–79% vaccinated)</li><li><b>36016</b>: Higher Risk (60–69% vaccinated)</li><li><b>36373</b>: Lower Risk (80–84% vaccinated)</li><li><b>36317</b>: Medium Risk (70–79% vaccinated)</li><li><b>36027</b>: Higher Risk (60–69% vaccinated)</li><li><b>36319</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Henry County, GA",13151,10,Higher Risk (60–69% vaccinated),62.74,<ul><li><b>30281</b>: Medium Risk (70–79% vaccinated)</li><li><b>30223</b>: Higher Risk (60–69% vaccinated)</li><li><b>30228</b>: Higher Risk (60–69% vaccinated)</li><li><b>30233</b>: Higher Risk (60–69% vaccinated)</li><li><b>30252</b>: Higher Risk (60–69% vaccinated)</li><li><b>30248</b>: Higher Risk (60–69% vaccinated)</li><li><b>30234</b>: Very High Risk (<60% vaccinated)</li><li><b>30273</b>: Higher Risk (60–69% vaccinated)</li><li><b>30253</b>: Medium Risk (70–79% vaccinated)</li><li><b>30294</b>: Higher Risk (60–69% vaccinated)</li><li><b>30236</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Henry County, IA",19087,8,Medium Risk (70–79% vaccinated),74.01,<ul><li><b>52644</b>: Medium Risk (70–79% vaccinated)</li><li><b>52652</b>: Uninhabited</li><li><b>52647</b>: Medium Risk (70–79% vaccinated)</li><li><b>52656</b>: Medium Risk (70–79% vaccinated)</li><li><b>52630</b>: Very High Risk (<60% vaccinated)</li><li><b>52635</b>: Medium Risk (70–79% vaccinated)</li><li><b>52645</b>: Medium Risk (70–79% vaccinated)</li><li><b>52649</b>: Medium Risk (70–79% vaccinated)</li><li><b>52654</b>: Medium Risk (70–79% vaccinated)</li><li><b>52623</b>: Higher Risk (60–69% vaccinated)</li><li><b>52641</b>: Medium Risk (70–79% vaccinated)</li><li><b>52659</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Henry County, IL",17073,12,Medium Risk (70–79% vaccinated),75.64,<ul><li><b>61258</b>: Medium Risk (70–79% vaccinated)</li><li><b>61468</b>: Higher Risk (60–69% vaccinated)</li><li><b>61273</b>: Lower Risk (80–84% vaccinated)</li><li><b>61419</b>: Lower Risk (80–84% vaccinated)</li><li><b>61361</b>: Lower Risk (80–84% vaccinated)</li><li><b>61274</b>: Higher Risk (60–69% vaccinated)</li><li><b>61233</b>: Uninhabited</li><li><b>61238</b>: Higher Risk (60–69% vaccinated)</li><li><b>61414</b>: Higher Risk (60–69% vaccinated)</li><li><b>61277</b>: Lower Risk (80–84% vaccinated)</li><li><b>61241</b>: Medium Risk (70–79% vaccinated)</li><li><b>61465</b>: Higher Risk (60–69% vaccinated)</li><li><b>61490</b>: Medium Risk (70–79% vaccinated)</li><li><b>61235</b>: Medium Risk (70–79% vaccinated)</li><li><b>61283</b>: Medium Risk (70–79% vaccinated)</li><li><b>61443</b>: Medium Risk (70–79% vaccinated)</li><li><b>61434</b>: Medium Risk (70–79% vaccinated)</li><li><b>61344</b>: Lowest Risk (85%+)</li><li><b>61413</b>: Medium Risk (70–79% vaccinated)</li><li><b>61240</b>: Medium Risk (70–79% vaccinated)</li><li><b>61234</b>: Higher Risk (60–69% vaccinated)</li><li><b>61254</b>: Lower Risk (80–84% vaccinated)</li><li><b>61262</b>: Medium Risk (70–79% vaccinated)</li><li><b>61250</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Henry County, IN",18065,8,Medium Risk (70–79% vaccinated),78.03,<ul><li><b>47388</b>: Medium Risk (70–79% vaccinated)</li><li><b>46117</b>: Higher Risk (60–69% vaccinated)</li><li><b>47337</b>: Medium Risk (70–79% vaccinated)</li><li><b>47344</b>: Uninhabited</li><li><b>47352</b>: Medium Risk (70–79% vaccinated)</li><li><b>47366</b>: Uninhabited</li><li><b>47361</b>: Medium Risk (70–79% vaccinated)</li><li><b>47362</b>: Medium Risk (70–79% vaccinated)</li><li><b>47384</b>: Medium Risk (70–79% vaccinated)</li><li><b>47346</b>: Medium Risk (70–79% vaccinated)</li><li><b>47351</b>: Medium Risk (70–79% vaccinated)</li><li><b>47354</b>: Medium Risk (70–79% vaccinated)</li><li><b>47327</b>: Medium Risk (70–79% vaccinated)</li><li><b>47302</b>: Medium Risk (70–79% vaccinated)</li><li><b>47386</b>: Medium Risk (70–79% vaccinated)</li><li><b>47387</b>: Lowest Risk (85%+)</li><li><b>47360</b>: Higher Risk (60–69% vaccinated)</li><li><b>46186</b>: Higher Risk (60–69% vaccinated)</li><li><b>47334</b>: Medium Risk (70–79% vaccinated)</li><li><b>46056</b>: Higher Risk (60–69% vaccinated)</li><li><b>47356</b>: Medium Risk (70–79% vaccinated)</li><li><b>46148</b>: Medium Risk (70–79% vaccinated)</li><li><b>47385</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Henry County, KY",21103,13,Medium Risk (70–79% vaccinated),73.15,<ul><li><b>40057</b>: Medium Risk (70–79% vaccinated)</li><li><b>40011</b>: Medium Risk (70–79% vaccinated)</li><li><b>40601</b>: Medium Risk (70–79% vaccinated)</li><li><b>40058</b>: Uninhabited</li><li><b>40075</b>: Medium Risk (70–79% vaccinated)</li><li><b>40055</b>: Medium Risk (70–79% vaccinated)</li><li><b>40068</b>: Medium Risk (70–79% vaccinated)</li><li><b>40019</b>: Medium Risk (70–79% vaccinated)</li><li><b>40070</b>: Uninhabited</li><li><b>40036</b>: Uninhabited</li><li><b>40050</b>: Higher Risk (60–69% vaccinated)</li><li><b>40007</b>: Uninhabited</li><li><b>40031</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Henry County, MO",29083,6,Medium Risk (70–79% vaccinated),76.34,<ul><li><b>64740</b>: Medium Risk (70–79% vaccinated)</li><li><b>64735</b>: Medium Risk (70–79% vaccinated)</li><li><b>64724</b>: Medium Risk (70–79% vaccinated)</li><li><b>64788</b>: Medium Risk (70–79% vaccinated)</li><li><b>65323</b>: Lower Risk (80–84% vaccinated)</li><li><b>64761</b>: Lower Risk (80–84% vaccinated)</li><li><b>64733</b>: Medium Risk (70–79% vaccinated)</li><li><b>64770</b>: Medium Risk (70–79% vaccinated)</li><li><b>65360</b>: Medium Risk (70–79% vaccinated)</li><li><b>64739</b>: Lowest Risk (85%+)</li><li><b>64726</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Henry County, OH",39069,38,Very High Risk (<60% vaccinated),58.85,<ul><li><b>43510</b>: Uninhabited</li><li><b>43511</b>: Very High Risk (<60% vaccinated)</li><li><b>43555</b>: Uninhabited</li><li><b>43524</b>: Higher Risk (60–69% vaccinated)</li><li><b>43548</b>: Higher Risk (60–69% vaccinated)</li><li><b>43545</b>: Higher Risk (60–69% vaccinated)</li><li><b>43535</b>: Very High Risk (<60% vaccinated)</li><li><b>43522</b>: Higher Risk (60–69% vaccinated)</li><li><b>43567</b>: Higher Risk (60–69% vaccinated)</li><li><b>43557</b>: Medium Risk (70–79% vaccinated)</li><li><b>43512</b>: Medium Risk (70–79% vaccinated)</li><li><b>45856</b>: Medium Risk (70–79% vaccinated)</li><li><b>43534</b>: Higher Risk (60–69% vaccinated)</li><li><b>43527</b>: Higher Risk (60–69% vaccinated)</li><li><b>43516</b>: Medium Risk (70–79% vaccinated)</li><li><b>43532</b>: Higher Risk (60–69% vaccinated)</li><li><b>43502</b>: Higher Risk (60–69% vaccinated)</li><li><b>43523</b>: Uninhabited</li></ul>
"Henry County, TN",47079,7,Medium Risk (70–79% vaccinated),76.18,<ul><li><b>38201</b>: Medium Risk (70–79% vaccinated)</li><li><b>38242</b>: Medium Risk (70–79% vaccinated)</li><li><b>38256</b>: Medium Risk (70–79% vaccinated)</li><li><b>38251</b>: Lower Risk (80–84% vaccinated)</li><li><b>38224</b>: Lowest Risk (85%+)</li><li><b>38222</b>: Medium Risk (70–79% vaccinated)</li><li><b>38236</b>: Lowest Risk (85%+)</li><li><b>38229</b>: Medium Risk (70–79% vaccinated)</li><li><b>38231</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Henry County, VA",51089,4,Lower Risk (80–84% vaccinated),83.92,<ul><li><b>24054</b>: Medium Risk (70–79% vaccinated)</li><li><b>24165</b>: Medium Risk (70–79% vaccinated)</li><li><b>24112</b>: Medium Risk (70–79% vaccinated)</li><li><b>24055</b>: Medium Risk (70–79% vaccinated)</li><li><b>24530</b>: Uninhabited</li><li><b>24089</b>: Medium Risk (70–79% vaccinated)</li><li><b>24168</b>: Lower Risk (80–84% vaccinated)</li><li><b>24102</b>: Lower Risk (80–84% vaccinated)</li><li><b>24148</b>: Medium Risk (70–79% vaccinated)</li><li><b>24133</b>: Medium Risk (70–79% vaccinated)</li><li><b>24078</b>: Medium Risk (70–79% vaccinated)</li><li><b>27048</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Herkimer County, NY",36043,7,Very High Risk (<60% vaccinated),58.69,<ul><li><b>13365</b>: Medium Risk (70–79% vaccinated)</li><li><b>13438</b>: Higher Risk (60–69% vaccinated)</li><li><b>13324</b>: Higher Risk (60–69% vaccinated)</li><li><b>13367</b>: Medium Risk (70–79% vaccinated)</li><li><b>13331</b>: Higher Risk (60–69% vaccinated)</li><li><b>13502</b>: Medium Risk (70–79% vaccinated)</li><li><b>13339</b>: Medium Risk (70–79% vaccinated)</li><li><b>13338</b>: Medium Risk (70–79% vaccinated)</li><li><b>13304</b>: Medium Risk (70–79% vaccinated)</li><li><b>13416</b>: Higher Risk (60–69% vaccinated)</li><li><b>13357</b>: Medium Risk (70–79% vaccinated)</li><li><b>13501</b>: Very High Risk (<60% vaccinated)</li><li><b>13456</b>: Medium Risk (70–79% vaccinated)</li><li><b>13406</b>: Higher Risk (60–69% vaccinated)</li><li><b>13420</b>: Medium Risk (70–79% vaccinated)</li><li><b>13431</b>: Medium Risk (70–79% vaccinated)</li><li><b>13454</b>: Medium Risk (70–79% vaccinated)</li><li><b>13322</b>: Medium Risk (70–79% vaccinated)</li><li><b>13329</b>: Medium Risk (70–79% vaccinated)</li><li><b>13340</b>: Higher Risk (60–69% vaccinated)</li><li><b>13350</b>: Medium Risk (70–79% vaccinated)</li><li><b>13475</b>: Lowest Risk (85%+)</li><li><b>13491</b>: Higher Risk (60–69% vaccinated)</li><li><b>13472</b>: Uninhabited</li><li><b>13413</b>: Medium Risk (70–79% vaccinated)</li><li><b>13439</b>: Medium Risk (70–79% vaccinated)</li><li><b>13361</b>: Higher Risk (60–69% vaccinated)</li><li><b>13407</b>: Medium Risk (70–79% vaccinated)</li><li><b>13470</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hernando County, FL",12053,6,Medium Risk (70–79% vaccinated),70.2,<ul><li><b>34661</b>: Uninhabited</li><li><b>33597</b>: Very High Risk (<60% vaccinated)</li><li><b>34614</b>: Higher Risk (60–69% vaccinated)</li><li><b>34613</b>: Higher Risk (60–69% vaccinated)</li><li><b>33523</b>: Very High Risk (<60% vaccinated)</li><li><b>34606</b>: Higher Risk (60–69% vaccinated)</li><li><b>34604</b>: Very High Risk (<60% vaccinated)</li><li><b>34602</b>: Very High Risk (<60% vaccinated)</li><li><b>34608</b>: Higher Risk (60–69% vaccinated)</li><li><b>34607</b>: Very High Risk (<60% vaccinated)</li><li><b>34609</b>: Higher Risk (60–69% vaccinated)</li><li><b>34601</b>: Very High Risk (<60% vaccinated)</li></ul>
"Hertford County, NC",37091,0,Very High Risk (<60% vaccinated),51.52,<ul><li><b>27855</b>: Medium Risk (70–79% vaccinated)</li><li><b>27910</b>: Medium Risk (70–79% vaccinated)</li><li><b>27922</b>: Very High Risk (<60% vaccinated)</li><li><b>27942</b>: Higher Risk (60–69% vaccinated)</li><li><b>27924</b>: Higher Risk (60–69% vaccinated)</li><li><b>27897</b>: Medium Risk (70–79% vaccinated)</li><li><b>27986</b>: Very High Risk (<60% vaccinated)</li><li><b>27818</b>: Medium Risk (70–79% vaccinated)</li><li><b>27805</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Hettinger County, ND",38041,36,Medium Risk (70–79% vaccinated),79.92,<ul><li><b>58562</b>: Higher Risk (60–69% vaccinated)</li><li><b>58646</b>: Lower Risk (80–84% vaccinated)</li><li><b>58647</b>: Lowest Risk (85%+)</li><li><b>58649</b>: Lower Risk (80–84% vaccinated)</li><li><b>58650</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hickman County, KY",21105,13,Medium Risk (70–79% vaccinated),76.16,<ul><li><b>42088</b>: Higher Risk (60–69% vaccinated)</li><li><b>42032</b>: Medium Risk (70–79% vaccinated)</li><li><b>42021</b>: Medium Risk (70–79% vaccinated)</li><li><b>42039</b>: Very High Risk (<60% vaccinated)</li><li><b>42031</b>: Higher Risk (60–69% vaccinated)</li><li><b>42085</b>: Higher Risk (60–69% vaccinated)</li><li><b>42041</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Hickman County, TN",47081,7,Higher Risk (60–69% vaccinated),69.35,<ul><li><b>37101</b>: Lower Risk (80–84% vaccinated)</li><li><b>38462</b>: Medium Risk (70–79% vaccinated)</li><li><b>37137</b>: Medium Risk (70–79% vaccinated)</li><li><b>37025</b>: Medium Risk (70–79% vaccinated)</li><li><b>37033</b>: Medium Risk (70–79% vaccinated)</li><li><b>37055</b>: Medium Risk (70–79% vaccinated)</li><li><b>37098</b>: Medium Risk (70–79% vaccinated)</li><li><b>38476</b>: Medium Risk (70–79% vaccinated)</li><li><b>37078</b>: Lower Risk (80–84% vaccinated)</li><li><b>38454</b>: Lower Risk (80–84% vaccinated)</li><li><b>38487</b>: Medium Risk (70–79% vaccinated)</li><li><b>38461</b>: Lower Risk (80–84% vaccinated)</li><li><b>37140</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hickory County, MO",29085,6,Medium Risk (70–79% vaccinated),75.56,<ul><li><b>65779</b>: Medium Risk (70–79% vaccinated)</li><li><b>65326</b>: Medium Risk (70–79% vaccinated)</li><li><b>65767</b>: Medium Risk (70–79% vaccinated)</li><li><b>65650</b>: Medium Risk (70–79% vaccinated)</li><li><b>65774</b>: Lower Risk (80–84% vaccinated)</li><li><b>65634</b>: Higher Risk (60–69% vaccinated)</li><li><b>65727</b>: Medium Risk (70–79% vaccinated)</li><li><b>65355</b>: Medium Risk (70–79% vaccinated)</li><li><b>65735</b>: Lower Risk (80–84% vaccinated)</li><li><b>65668</b>: Higher Risk (60–69% vaccinated)</li><li><b>65732</b>: Medium Risk (70–79% vaccinated)</li><li><b>65674</b>: Medium Risk (70–79% vaccinated)</li><li><b>65724</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hidalgo County, NM",35023,100,Higher Risk (60–69% vaccinated),63.56,<ul><li><b>88009</b>: Uninhabited</li><li><b>88040</b>: Uninhabited</li><li><b>88056</b>: Very High Risk (<60% vaccinated)</li><li><b>88020</b>: Medium Risk (70–79% vaccinated)</li><li><b>88045</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hidalgo County, TX",48215,803,Higher Risk (60–69% vaccinated),61.5,<ul><li><b>78558</b>: Lower Risk (80–84% vaccinated)</li><li><b>78579</b>: Uninhabited</li><li><b>78543</b>: Very High Risk (<60% vaccinated)</li><li><b>78562</b>: Very High Risk (<60% vaccinated)</li><li><b>78541</b>: Very High Risk (<60% vaccinated)</li><li><b>78516</b>: Very High Risk (<60% vaccinated)</li><li><b>78538</b>: Very High Risk (<60% vaccinated)</li><li><b>78599</b>: Uninhabited</li><li><b>78542</b>: Very High Risk (<60% vaccinated)</li><li><b>78563</b>: Very High Risk (<60% vaccinated)</li><li><b>78570</b>: Very High Risk (<60% vaccinated)</li><li><b>78560</b>: Very High Risk (<60% vaccinated)</li><li><b>78565</b>: Uninhabited</li><li><b>78569</b>: Very High Risk (<60% vaccinated)</li><li><b>78596</b>: Very High Risk (<60% vaccinated)</li><li><b>78572</b>: Very High Risk (<60% vaccinated)</li><li><b>78573</b>: Very High Risk (<60% vaccinated)</li><li><b>78574</b>: Very High Risk (<60% vaccinated)</li><li><b>78576</b>: Very High Risk (<60% vaccinated)</li><li><b>78577</b>: Very High Risk (<60% vaccinated)</li><li><b>78589</b>: Very High Risk (<60% vaccinated)</li><li><b>78595</b>: Very High Risk (<60% vaccinated)</li><li><b>78501</b>: Very High Risk (<60% vaccinated)</li><li><b>78503</b>: Very High Risk (<60% vaccinated)</li><li><b>78549</b>: Very High Risk (<60% vaccinated)</li><li><b>78557</b>: Very High Risk (<60% vaccinated)</li><li><b>78537</b>: Very High Risk (<60% vaccinated)</li><li><b>78504</b>: Very High Risk (<60% vaccinated)</li><li><b>78539</b>: Higher Risk (60–69% vaccinated)</li><li><b>78540</b>: Uninhabited</li></ul>
"Highland County, OH",39071,38,Higher Risk (60–69% vaccinated),68.96,<ul><li><b>45172</b>: Lowest Risk (85%+)</li><li><b>45123</b>: Higher Risk (60–69% vaccinated)</li><li><b>45133</b>: Higher Risk (60–69% vaccinated)</li><li><b>45142</b>: Medium Risk (70–79% vaccinated)</li><li><b>45155</b>: Lowest Risk (85%+)</li><li><b>45132</b>: Medium Risk (70–79% vaccinated)</li><li><b>45612</b>: Medium Risk (70–79% vaccinated)</li><li><b>45697</b>: Higher Risk (60–69% vaccinated)</li><li><b>45660</b>: Medium Risk (70–79% vaccinated)</li><li><b>45135</b>: Higher Risk (60–69% vaccinated)</li><li><b>45118</b>: Medium Risk (70–79% vaccinated)</li><li><b>45171</b>: Higher Risk (60–69% vaccinated)</li><li><b>45159</b>: Higher Risk (60–69% vaccinated)</li><li><b>45679</b>: Medium Risk (70–79% vaccinated)</li><li><b>45154</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Highland County, VA",51091,4,Medium Risk (70–79% vaccinated),75.27,<ul><li><b>24465</b>: Medium Risk (70–79% vaccinated)</li><li><b>24484</b>: Medium Risk (70–79% vaccinated)</li><li><b>24487</b>: Medium Risk (70–79% vaccinated)</li><li><b>24458</b>: Medium Risk (70–79% vaccinated)</li><li><b>24433</b>: Medium Risk (70–79% vaccinated)</li><li><b>24413</b>: Medium Risk (70–79% vaccinated)</li><li><b>24442</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Highlands County, FL",12055,6,Higher Risk (60–69% vaccinated),61.84,<ul><li><b>34974</b>: Very High Risk (<60% vaccinated)</li><li><b>33857</b>: Higher Risk (60–69% vaccinated)</li><li><b>33852</b>: Very High Risk (<60% vaccinated)</li><li><b>33875</b>: Higher Risk (60–69% vaccinated)</li><li><b>33872</b>: Higher Risk (60–69% vaccinated)</li><li><b>33960</b>: Uninhabited</li><li><b>33876</b>: Very High Risk (<60% vaccinated)</li><li><b>33825</b>: Very High Risk (<60% vaccinated)</li><li><b>33870</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Hill County, MT",30041,32,Higher Risk (60–69% vaccinated),68.43,<ul><li><b>59528</b>: Lowest Risk (85%+)</li><li><b>59501</b>: Medium Risk (70–79% vaccinated)</li><li><b>59523</b>: Lowest Risk (85%+)</li><li><b>59520</b>: Lowest Risk (85%+)</li><li><b>59540</b>: Lowest Risk (85%+)</li><li><b>59531</b>: Lower Risk (80–84% vaccinated)</li><li><b>59525</b>: Lowest Risk (85%+)</li><li><b>59521</b>: Medium Risk (70–79% vaccinated)</li><li><b>59532</b>: Lowest Risk (85%+)</li><li><b>59530</b>: Lower Risk (80–84% vaccinated)</li></ul>
