county_name,state_code,county_state,zcta5,county_fips,risk_level_county,mean_vaccination_rate_county,risk_level_zcta,mean_vaccination_rate_zips,cases
Lake,IL,"Lake County, IL",60015,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),78.33,4
Lake,IL,"Lake County, IL",60060,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),69.45,4
Lake,IL,"Lake County, IL",60061,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),74.62,4
Lake,IL,"Lake County, IL",60046,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),69.63,4
Lake,IL,"Lake County, IL",60030,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),73.81,4
Lake,IL,"Lake County, IL",60064,17097,Medium Risk (70–79% vaccinated),72.08,Very High Risk (<60% vaccinated),55.81,4
Lake,IL,"Lake County, IL",60075,17097,Medium Risk (70–79% vaccinated),72.08,Uninhabited,NA,4
Lake,IL,"Lake County, IL",60013,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),75.89,4
Lake,IL,"Lake County, IL",60084,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),65.72,4
Lake,IL,"Lake County, IL",60083,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),67.09,4
Lake,IL,"Lake County, IL",60035,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),75.14,4
Lake,IL,"Lake County, IL",60090,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),66.56,4
Lake,IL,"Lake County, IL",60020,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),64.94,4
Lake,IL,"Lake County, IL",60002,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),73.26,4
Lake,IL,"Lake County, IL",60087,17097,Medium Risk (70–79% vaccinated),72.08,Very High Risk (<60% vaccinated),57.83,4
Lake,IL,"Lake County, IL",60051,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),70.12,4
Lake,IL,"Lake County, IL",60085,17097,Medium Risk (70–79% vaccinated),72.08,Very High Risk (<60% vaccinated),55.87,4
Lake,IL,"Lake County, IL",60031,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),66.2,4
Lake,IL,"Lake County, IL",60099,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),61.37,4
Lake,IL,"Lake County, IL",60044,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),73.42,4
Lake,IL,"Lake County, IL",60074,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),66.03,4
Lake,IL,"Lake County, IL",60050,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),71.59,4
Lake,IL,"Lake County, IL",60089,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),73.39,4
Lake,IL,"Lake County, IL",60048,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),77.55,4
Lake,IL,"Lake County, IL",60042,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),72.17,4
Lake,IL,"Lake County, IL",60045,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),77.32,4
Lake,IL,"Lake County, IL",60069,17097,Medium Risk (70–79% vaccinated),72.08,Medium Risk (70–79% vaccinated),73.67,4
Lake,IL,"Lake County, IL",60073,17097,Medium Risk (70–79% vaccinated),72.08,Higher Risk (60–69% vaccinated),66.04,4
La Salle,IL,"La Salle County, IL",61334,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),65.09,4
La Salle,IL,"La Salle County, IL",61316,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),77.28,4
La Salle,IL,"La Salle County, IL",61321,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),61.04,4
La Salle,IL,"La Salle County, IL",60557,17099,Very High Risk (<60% vaccinated),59.9,Uninhabited,NA,4
La Salle,IL,"La Salle County, IL",61371,17099,Very High Risk (<60% vaccinated),59.9,Uninhabited,NA,4
La Salle,IL,"La Salle County, IL",61332,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),28.67,4
La Salle,IL,"La Salle County, IL",61358,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),61.72,4
La Salle,IL,"La Salle County, IL",61373,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),64.96,4
La Salle,IL,"La Salle County, IL",60470,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),57.55,4
La Salle,IL,"La Salle County, IL",60551,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),53.78,4
La Salle,IL,"La Salle County, IL",61325,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),55.87,4
La Salle,IL,"La Salle County, IL",61342,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),64.42,4
La Salle,IL,"La Salle County, IL",60541,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),53.38,4
La Salle,IL,"La Salle County, IL",60548,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),70.77,4
La Salle,IL,"La Salle County, IL",60518,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),65.82,4
La Salle,IL,"La Salle County, IL",61370,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),59.91,4
La Salle,IL,"La Salle County, IL",60531,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),63.6,4
La Salle,IL,"La Salle County, IL",60537,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),73.64,4
La Salle,IL,"La Salle County, IL",61354,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),76.48,4
La Salle,IL,"La Salle County, IL",61364,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),68.57,4
La Salle,IL,"La Salle County, IL",60549,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),73.41,4
La Salle,IL,"La Salle County, IL",61350,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),70.57,4
La Salle,IL,"La Salle County, IL",61377,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),58.63,4
La Salle,IL,"La Salle County, IL",61348,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),77.2,4
La Salle,IL,"La Salle County, IL",61301,17099,Very High Risk (<60% vaccinated),59.9,Medium Risk (70–79% vaccinated),73.13,4
La Salle,IL,"La Salle County, IL",61360,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),68.07,4
La Salle,IL,"La Salle County, IL",61341,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),65.58,4
La Salle,IL,"La Salle County, IL",61372,17099,Very High Risk (<60% vaccinated),59.9,Very High Risk (<60% vaccinated),43.15,4
La Salle,IL,"La Salle County, IL",60552,17099,Very High Risk (<60% vaccinated),59.9,Higher Risk (60–69% vaccinated),69.57,4
Lawrence,IL,"Lawrence County, IL",62417,17101,Higher Risk (60–69% vaccinated),66.29,Lower Risk (80–84% vaccinated),82.37,4
Lawrence,IL,"Lawrence County, IL",62466,17101,Higher Risk (60–69% vaccinated),66.29,Medium Risk (70–79% vaccinated),76.35,4
Lawrence,IL,"Lawrence County, IL",62427,17101,Higher Risk (60–69% vaccinated),66.29,Medium Risk (70–79% vaccinated),74,4
Lawrence,IL,"Lawrence County, IL",62439,17101,Higher Risk (60–69% vaccinated),66.29,Medium Risk (70–79% vaccinated),79.4,4
Lawrence,IL,"Lawrence County, IL",62460,17101,Higher Risk (60–69% vaccinated),66.29,Medium Risk (70–79% vaccinated),72.01,4
Lawrence,IL,"Lawrence County, IL",62476,17101,Higher Risk (60–69% vaccinated),66.29,Higher Risk (60–69% vaccinated),67.39,4
Lawrence,IL,"Lawrence County, IL",62421,17101,Higher Risk (60–69% vaccinated),66.29,Medium Risk (70–79% vaccinated),77,4
Lee,IL,"Lee County, IL",61324,17103,Medium Risk (70–79% vaccinated),71.1,Uninhabited,NA,4
Lee,IL,"Lee County, IL",60530,17103,Medium Risk (70–79% vaccinated),71.1,Very High Risk (<60% vaccinated),59.98,4
Lee,IL,"Lee County, IL",61318,17103,Medium Risk (70–79% vaccinated),71.1,Very High Risk (<60% vaccinated),56.05,4
Lee,IL,"Lee County, IL",61331,17103,Medium Risk (70–79% vaccinated),71.1,Uninhabited,NA,4
Lee,IL,"Lee County, IL",61057,17103,Medium Risk (70–79% vaccinated),71.1,Uninhabited,NA,4
Lee,IL,"Lee County, IL",61353,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),62.99,4
Lee,IL,"Lee County, IL",61330,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),79.48,4
Lee,IL,"Lee County, IL",61243,17103,Medium Risk (70–79% vaccinated),71.1,Very High Risk (<60% vaccinated),46.4,4
Lee,IL,"Lee County, IL",61342,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),64.42,4
Lee,IL,"Lee County, IL",61042,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),66.25,4
Lee,IL,"Lee County, IL",60518,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),65.82,4
Lee,IL,"Lee County, IL",61310,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),70.38,4
Lee,IL,"Lee County, IL",61349,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),70.74,4
Lee,IL,"Lee County, IL",60553,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),60.05,4
Lee,IL,"Lee County, IL",61021,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),69.67,4
Lee,IL,"Lee County, IL",61367,17103,Medium Risk (70–79% vaccinated),71.1,Very High Risk (<60% vaccinated),56.37,4
Lee,IL,"Lee County, IL",61376,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),70.43,4
Lee,IL,"Lee County, IL",61378,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),66.25,4
Lee,IL,"Lee County, IL",61068,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),68.88,4
Lee,IL,"Lee County, IL",61031,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),65.8,4
Lee,IL,"Lee County, IL",61064,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),75.16,4
Lee,IL,"Lee County, IL",61071,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),77.26,4
Lee,IL,"Lee County, IL",61081,17103,Medium Risk (70–79% vaccinated),71.1,Medium Risk (70–79% vaccinated),72.49,4
Lee,IL,"Lee County, IL",61006,17103,Medium Risk (70–79% vaccinated),71.1,Higher Risk (60–69% vaccinated),66.72,4
Livingston,IL,"Livingston County, IL",61731,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),53.32,4
Livingston,IL,"Livingston County, IL",60920,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),63.96,4
Livingston,IL,"Livingston County, IL",60968,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),64.71,4
Livingston,IL,"Livingston County, IL",60470,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),57.55,4
Livingston,IL,"Livingston County, IL",60961,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),52.75,4
Livingston,IL,"Livingston County, IL",61741,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),52.63,4
Livingston,IL,"Livingston County, IL",60460,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),60.21,4
Livingston,IL,"Livingston County, IL",61311,17105,Medium Risk (70–79% vaccinated),71.88,Uninhabited,NA,4
Livingston,IL,"Livingston County, IL",60952,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),43.09,4
Livingston,IL,"Livingston County, IL",61319,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),70.08,4
Livingston,IL,"Livingston County, IL",61313,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),42.68,4
Livingston,IL,"Livingston County, IL",61775,17105,Medium Risk (70–79% vaccinated),71.88,Uninhabited,NA,4
Livingston,IL,"Livingston County, IL",61744,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),65.86,4
Livingston,IL,"Livingston County, IL",60917,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),76.97,4
Livingston,IL,"Livingston County, IL",61764,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),66.68,4
Livingston,IL,"Livingston County, IL",61726,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),67.78,4
Livingston,IL,"Livingston County, IL",61333,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),70.34,4
Livingston,IL,"Livingston County, IL",61740,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),76.15,4
Livingston,IL,"Livingston County, IL",60946,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),66.87,4
Livingston,IL,"Livingston County, IL",61364,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),68.57,4
Livingston,IL,"Livingston County, IL",60934,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),52.15,4
Livingston,IL,"Livingston County, IL",60919,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),59.29,4
Livingston,IL,"Livingston County, IL",60959,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),55.74,4
Livingston,IL,"Livingston County, IL",60921,17105,Medium Risk (70–79% vaccinated),71.88,Higher Risk (60–69% vaccinated),62.21,4
Livingston,IL,"Livingston County, IL",60420,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),77.04,4
Livingston,IL,"Livingston County, IL",61739,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),70.1,4
Livingston,IL,"Livingston County, IL",61769,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),59.26,4
Livingston,IL,"Livingston County, IL",60929,17105,Medium Risk (70–79% vaccinated),71.88,Medium Risk (70–79% vaccinated),73.3,4
Livingston,IL,"Livingston County, IL",61743,17105,Medium Risk (70–79% vaccinated),71.88,Very High Risk (<60% vaccinated),41.34,4
Logan,IL,"Logan County, IL",61751,17107,Higher Risk (60–69% vaccinated),69.05,Medium Risk (70–79% vaccinated),73.26,4
Logan,IL,"Logan County, IL",62548,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),67.69,4
Logan,IL,"Logan County, IL",62682,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),63.93,4
Logan,IL,"Logan County, IL",61721,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),60.08,4
Logan,IL,"Logan County, IL",62613,17107,Higher Risk (60–69% vaccinated),69.05,Medium Risk (70–79% vaccinated),72.7,4
Logan,IL,"Logan County, IL",61749,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),66.35,4
Logan,IL,"Logan County, IL",62656,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),69.92,4
Logan,IL,"Logan County, IL",62671,17107,Higher Risk (60–69% vaccinated),69.05,Very High Risk (<60% vaccinated),51.59,4
Logan,IL,"Logan County, IL",62666,17107,Higher Risk (60–69% vaccinated),69.05,Lower Risk (80–84% vaccinated),81.56,4
Logan,IL,"Logan County, IL",62634,17107,Higher Risk (60–69% vaccinated),69.05,Very High Risk (<60% vaccinated),58.73,4
Logan,IL,"Logan County, IL",61754,17107,Higher Risk (60–69% vaccinated),69.05,Very High Risk (<60% vaccinated),57.48,4
Logan,IL,"Logan County, IL",62519,17107,Higher Risk (60–69% vaccinated),69.05,Uninhabited,NA,4
Logan,IL,"Logan County, IL",62541,17107,Higher Risk (60–69% vaccinated),69.05,Uninhabited,NA,4
Logan,IL,"Logan County, IL",62643,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),62.2,4
Logan,IL,"Logan County, IL",62543,17107,Higher Risk (60–69% vaccinated),69.05,Very High Risk (<60% vaccinated),39.33,4
Logan,IL,"Logan County, IL",62518,17107,Higher Risk (60–69% vaccinated),69.05,Very High Risk (<60% vaccinated),46.01,4
Logan,IL,"Logan County, IL",61723,17107,Higher Risk (60–69% vaccinated),69.05,Medium Risk (70–79% vaccinated),73.52,4
Logan,IL,"Logan County, IL",62635,17107,Higher Risk (60–69% vaccinated),69.05,Very High Risk (<60% vaccinated),55.05,4
Logan,IL,"Logan County, IL",62512,17107,Higher Risk (60–69% vaccinated),69.05,Medium Risk (70–79% vaccinated),71.93,4
Logan,IL,"Logan County, IL",62693,17107,Higher Risk (60–69% vaccinated),69.05,Higher Risk (60–69% vaccinated),67.74,4
Mcdonough,IL,"Mcdonough County, IL",61411,17109,Very High Risk (<60% vaccinated),54.93,Very High Risk (<60% vaccinated),55.54,4
Mcdonough,IL,"Mcdonough County, IL",61470,17109,Very High Risk (<60% vaccinated),54.93,Lower Risk (80–84% vaccinated),80.09,4
Mcdonough,IL,"Mcdonough County, IL",61482,17109,Very High Risk (<60% vaccinated),54.93,Lower Risk (80–84% vaccinated),83.11,4
Mcdonough,IL,"Mcdonough County, IL",61416,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),79.26,4
Mcdonough,IL,"Mcdonough County, IL",61475,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),79.11,4
Mcdonough,IL,"Mcdonough County, IL",62326,17109,Very High Risk (<60% vaccinated),54.93,Lower Risk (80–84% vaccinated),80.83,4
Mcdonough,IL,"Mcdonough County, IL",62374,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),77.6,4
Mcdonough,IL,"Mcdonough County, IL",61452,17109,Very High Risk (<60% vaccinated),54.93,Uninhabited,NA,4
Mcdonough,IL,"Mcdonough County, IL",62367,17109,Very High Risk (<60% vaccinated),54.93,Lower Risk (80–84% vaccinated),80.56,4
Mcdonough,IL,"Mcdonough County, IL",61484,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),71.89,4
Mcdonough,IL,"Mcdonough County, IL",61450,17109,Very High Risk (<60% vaccinated),54.93,Lower Risk (80–84% vaccinated),80.97,4
Mcdonough,IL,"Mcdonough County, IL",61420,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),78.45,4
Mcdonough,IL,"Mcdonough County, IL",61459,17109,Very High Risk (<60% vaccinated),54.93,Lowest Risk (85%+),87.33,4
Mcdonough,IL,"Mcdonough County, IL",61438,17109,Very High Risk (<60% vaccinated),54.93,Higher Risk (60–69% vaccinated),63.85,4
Mcdonough,IL,"Mcdonough County, IL",61455,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),72.19,4
Mcdonough,IL,"Mcdonough County, IL",61440,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),78.31,4
Mcdonough,IL,"Mcdonough County, IL",61422,17109,Very High Risk (<60% vaccinated),54.93,Medium Risk (70–79% vaccinated),79.92,4
Mchenry,IL,"Mchenry County, IL",60010,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),76.73,4
Mchenry,IL,"Mchenry County, IL",60021,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),73.87,4
Mchenry,IL,"Mchenry County, IL",60081,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),72.52,4
Mchenry,IL,"Mchenry County, IL",60097,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),62.28,4
Mchenry,IL,"Mchenry County, IL",60135,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),69.99,4
Mchenry,IL,"Mchenry County, IL",60012,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),72.25,4
Mchenry,IL,"Mchenry County, IL",60013,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),75.89,4
Mchenry,IL,"Mchenry County, IL",60098,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),71.42,4
Mchenry,IL,"Mchenry County, IL",60102,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),77.32,4
Mchenry,IL,"Mchenry County, IL",61038,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),64.48,4
Mchenry,IL,"Mchenry County, IL",60033,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),63.75,4
Mchenry,IL,"Mchenry County, IL",60072,17111,Higher Risk (60–69% vaccinated),69.06,Very High Risk (<60% vaccinated),59.75,4
Mchenry,IL,"Mchenry County, IL",60014,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),73.78,4
Mchenry,IL,"Mchenry County, IL",60034,17111,Higher Risk (60–69% vaccinated),69.06,Very High Risk (<60% vaccinated),50,4
Mchenry,IL,"Mchenry County, IL",60140,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),67.84,4
Mchenry,IL,"Mchenry County, IL",60180,17111,Higher Risk (60–69% vaccinated),69.06,Very High Risk (<60% vaccinated),51.08,4
Mchenry,IL,"Mchenry County, IL",60020,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),64.94,4
Mchenry,IL,"Mchenry County, IL",60071,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),63.93,4
Mchenry,IL,"Mchenry County, IL",60051,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),70.12,4
Mchenry,IL,"Mchenry County, IL",60152,17111,Higher Risk (60–69% vaccinated),69.06,Higher Risk (60–69% vaccinated),61.39,4
Mchenry,IL,"Mchenry County, IL",60156,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),78.98,4
Mchenry,IL,"Mchenry County, IL",60142,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),74.02,4
Mchenry,IL,"Mchenry County, IL",60050,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),71.59,4
Mchenry,IL,"Mchenry County, IL",60042,17111,Higher Risk (60–69% vaccinated),69.06,Medium Risk (70–79% vaccinated),72.17,4
Mclean,IL,"Mclean County, IL",61730,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),70.07,4
Mclean,IL,"Mclean County, IL",61731,17113,Medium Risk (70–79% vaccinated),72.66,Very High Risk (<60% vaccinated),53.32,4
Mclean,IL,"Mclean County, IL",61772,17113,Medium Risk (70–79% vaccinated),72.66,Very High Risk (<60% vaccinated),39.71,4
Mclean,IL,"Mclean County, IL",61705,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),65.65,4
Mclean,IL,"Mclean County, IL",61843,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),64.6,4
Mclean,IL,"Mclean County, IL",61761,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),70.14,4
Mclean,IL,"Mclean County, IL",61701,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),70.58,4
Mclean,IL,"Mclean County, IL",61752,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),76.32,4
Mclean,IL,"Mclean County, IL",61724,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),62.19,4
Mclean,IL,"Mclean County, IL",61770,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),72.41,4
Mclean,IL,"Mclean County, IL",61744,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),65.86,4
Mclean,IL,"Mclean County, IL",61737,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),71.71,4
Mclean,IL,"Mclean County, IL",61729,17113,Medium Risk (70–79% vaccinated),72.66,Very High Risk (<60% vaccinated),54.45,4
Mclean,IL,"Mclean County, IL",61745,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),66.76,4
Mclean,IL,"Mclean County, IL",61774,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),75.77,4
Mclean,IL,"Mclean County, IL",61842,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),72.54,4
Mclean,IL,"Mclean County, IL",61726,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),67.78,4
Mclean,IL,"Mclean County, IL",61704,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),78.61,4
Mclean,IL,"Mclean County, IL",61725,17113,Medium Risk (70–79% vaccinated),72.66,Very High Risk (<60% vaccinated),59.13,4
Mclean,IL,"Mclean County, IL",61728,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),76.64,4
Mclean,IL,"Mclean County, IL",61732,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),62.89,4
Mclean,IL,"Mclean County, IL",61753,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),71.86,4
Mclean,IL,"Mclean County, IL",61754,17113,Medium Risk (70–79% vaccinated),72.66,Very High Risk (<60% vaccinated),57.48,4
Mclean,IL,"Mclean County, IL",61776,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),62.51,4
Mclean,IL,"Mclean County, IL",60936,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),63.43,4
Mclean,IL,"Mclean County, IL",61722,17113,Medium Risk (70–79% vaccinated),72.66,Higher Risk (60–69% vaccinated),60.51,4
Mclean,IL,"Mclean County, IL",61723,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),73.52,4
Mclean,IL,"Mclean County, IL",61748,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),70.96,4
Mclean,IL,"Mclean County, IL",61739,17113,Medium Risk (70–79% vaccinated),72.66,Medium Risk (70–79% vaccinated),70.1,4
Mclean,IL,"Mclean County, IL",61854,17113,Medium Risk (70–79% vaccinated),72.66,Very High Risk (<60% vaccinated),46.31,4
