Zip Code,Municipality,State,Est. Mean Vaccination Rate,Measles Risk Level,Measles Cases per State
82716,Gillette,WY,76.74,Medium Risk (70–79%),15
28779,Sylva,NC,72.8,Medium Risk (70–79%),2
28783,Tuckasegee,NC,71.04,Medium Risk (70–79%),2
24460,Millboro,VA,80,Low Risk (80–84%),5
24465,Monterey,VA,75.71,Medium Risk (70–79%),5
65779,Wheatland,MO,75.35,Medium Risk (70–79%),6
82718,Gillette,WY,81.96,Low Risk (80–84%),15
24472,Raphine,VA,75.72,Medium Risk (70–79%),5
28786,Waynesville,NC,67.74,High Risk (60–69%),2
28787,Weaverville,NC,78.39,Medium Risk (70–79%),2
67041,Elbing,KS,65.85,High Risk (60–69%),91
62274,Pinckneyville,IL,71.78,Medium Risk (70–79%),14
28103,Marshville,NC,69.14,High Risk (60–69%),2
64686,Utica,MO,76.5,Medium Risk (70–79%),6
62279,NA,NA,83.66,Low Risk (80–84%),15
28104,Matthews,NC,73.05,Medium Risk (70–79%),2
37821,Newport,TN,74.32,Medium Risk (70–79%),8
37825,New Tazewell,TN,75.18,Medium Risk (70–79%),8
28109,NA,NA,79.05,Medium Risk (70–79%),15
37826,Niota,TN,77.78,Medium Risk (70–79%),8
62292,Tilden,IL,81.22,Low Risk (80–84%),14
29655,Iva,SC,75.53,Medium Risk (70–79%),224
54136,Kimberly,WI,77.72,Medium Risk (70–79%),36
28112,Monroe,NC,66.41,High Risk (60–69%),2
23308,Bloxom,VA,76.51,Medium Risk (70–79%),5
62298,Waterloo,IL,75.75,Medium Risk (70–79%),14
28425,Burgaw,NC,61.8,High Risk (60–69%),2
65275,Paris,MO,65.23,High Risk (60–69%),6
54562,Three Lakes,WI,66.84,High Risk (60–69%),36
68142,Omaha,NE,72.35,Medium Risk (70–79%),5
54564,Tripoli,WI,66.7,High Risk (60–69%),36
66207,Overland Park,KS,83.21,Low Risk (80–84%),91
38242,Paris,TN,79.25,Medium Risk (70–79%),8
28441,Garland,NC,72.71,Medium Risk (70–79%),2
62707,Springfield,IL,70.94,Medium Risk (70–79%),14
28443,Hampstead,NC,73.17,Medium Risk (70–79%),2
38256,Springville,TN,76.23,Medium Risk (70–79%),8
68379,Julian,NE,74.46,Medium Risk (70–79%),5
65438,Birch Tree,MO,71.43,Medium Risk (70–79%),6
65440,Boss,MO,83.12,Low Risk (80–84%),6
54665,Viroqua,WI,67.75,High Risk (60–69%),36
68406,Milligan,NE,63.1,High Risk (60–69%),5
62863,Mount Carmel,IL,81.35,Low Risk (80–84%),14
38363,Parsons,TN,81.09,Low Risk (80–84%),8
66515,Morrill,KS,68.25,High Risk (60–69%),91
62865,Mulkeytown,IL,83.53,Low Risk (80–84%),14
54701,Eau Claire,WI,71.38,Medium Risk (70–79%),36
68417,Otoe,NE,85.37,Lowest Risk (85%+),5
67227,Wichita,KS,70.37,Medium Risk (70–79%),91
68945,Heartwell,NE,64.02,High Risk (60–69%),5
45601,Chillicothe,OH,72.44,Medium Risk (70–79%),40
45613,Beaver,OH,75.13,Medium Risk (70–79%),40
45621,Coalton,OH,81.91,Low Risk (80–84%),40
45630,Friendship,OH,70.21,Medium Risk (70–79%),40
45631,Gallipolis,OH,71.68,Medium Risk (70–79%),40
68976,Smithfield,NE,53.75,Very High Risk (<60%),5
68980,Trumbull,NE,67.56,High Risk (60–69%),5
45656,Oak Hill,OH,72.6,Medium Risk (70–79%),40
37840,Oliver Springs,TN,71.23,Medium Risk (70–79%),8
28114,Mooresboro,NC,64.08,High Risk (60–69%),2
23310,Cape Charles,VA,67.84,High Risk (60–69%),5
29669,Pelzer,SC,63.05,High Risk (60–69%),224
37846,Philadelphia,TN,70.43,Medium Risk (70–79%),8
29670,Pendleton,SC,69.63,High Risk (60–69%),224
54150,Neopit,WI,67.13,High Risk (60–69%),36
44056,Macedonia,OH,79.46,Medium Risk (70–79%),40
37849,Powell,TN,75.65,Medium Risk (70–79%),8
29672,Seneca,SC,70.25,Medium Risk (70–79%),224
28127,New London,NC,72.44,Medium Risk (70–79%),2
64743,East Lynne,MO,83.5,Low Risk (80–84%),6
54160,Potter,WI,23.21,Very High Risk (<60%),36
23324,Chesapeake,VA,66.87,High Risk (60–69%),5
28135,Polkton,NC,72.11,Medium Risk (70–79%),2
29678,Seneca,SC,72.47,Medium Risk (70–79%),224
68304,Alvo,NE,68.65,High Risk (60–69%),5
68309,Barneston,NE,35.6,Very High Risk (<60%),5
54612,Arcadia,WI,61.38,High Risk (60–69%),36
34449,Inglis,FL,61.3,High Risk (60–69%),7
28457,Rocky Point,NC,69.11,High Risk (60–69%),2
23921,Buckingham,VA,83.61,Low Risk (80–84%),5
38301,Jackson,TN,64.31,High Risk (60–69%),8
62811,Bellmont,IL,75.05,Medium Risk (70–79%),14
54616,Blair,WI,73.39,Medium Risk (70–79%),36
68323,Burchard,NE,72.49,Medium Risk (70–79%),5
24055,Bassett,VA,78.59,Medium Risk (70–79%),5
66524,Overbrook,KS,79.08,Medium Risk (70–79%),91
38372,Savannah,TN,77.45,Medium Risk (70–79%),8
65470,Falcon,MO,80.04,Low Risk (80–84%),6
66527,Powhattan,KS,76.18,Medium Risk (70–79%),91
38375,Selmer,TN,74.41,Medium Risk (70–79%),8
44703,Canton,OH,62.47,High Risk (60–69%),40
44704,Canton,OH,52.97,Very High Risk (<60%),40
24065,Boones Mill,VA,74.25,Medium Risk (70–79%),5
65483,Houston,MO,73.5,Medium Risk (70–79%),6
24066,Buchanan,VA,84.18,Low Risk (80–84%),5
65529,Jerome,MO,81.59,Low Risk (80–84%),6
24484,Warm Springs,VA,75.79,Medium Risk (70–79%),5
68816,Archer,NE,64.87,High Risk (60–69%),5
82721,Moorcroft,WY,80.98,Low Risk (80–84%),15
45301,Alpha,OH,77.91,Medium Risk (70–79%),40
24501,Lynchburg,VA,75.8,Medium Risk (70–79%),5
28792,Hendersonville,NC,67.94,High Risk (60–69%),2
45307,NA,NA,27.79,Very High Risk (<60%),15
67050,Garden Plain,KS,69.04,High Risk (60–69%),91
67053,Goessel,KS,87.85,Lowest Risk (85%+),91
24504,Lynchburg,VA,75.67,Medium Risk (70–79%),5
67055,Greenwich,KS,72.09,Medium Risk (70–79%),91
65803,Springfield,MO,70.29,Medium Risk (70–79%),6
24522,Appomattox,VA,79.88,Medium Risk (70–79%),5
82832,Banner,WY,73.4,Medium Risk (70–79%),15
29681,Simpsonville,SC,71.84,Medium Risk (70–79%),224
54169,Sherwood,WI,73.92,Medium Risk (70–79%),36
54170,Shiocton,WI,69.1,High Risk (60–69%),36
37862,Sevierville,TN,62.17,High Risk (60–69%),8
23401,NA,NA,83.72,Low Risk (80–84%),15
62348,NA,NA,31.41,Very High Risk (<60%),15
62352,Milton,IL,71.14,Medium Risk (70–79%),14
62353,Mount Sterling,IL,68.94,High Risk (60–69%),14
37866,Sharps Chapel,TN,73.1,Medium Risk (70–79%),8
29690,Tigerville,SC,66.79,High Risk (60–69%),224
29690,Travelers Rest,SC,66.79,High Risk (60–69%),224
62357,New Salem,IL,74.6,Medium Risk (70–79%),14
54207,Collins,WI,42.97,Very High Risk (<60%),36
57567,Philip,SD,82.07,Low Risk (80–84%),16
37334,Fayetteville,TN,70.95,Medium Risk (70–79%),8
61772,Shirley,IL,39.71,Very High Risk (<60%),14
22602,Winchester,VA,78.88,Medium Risk (70–79%),5
59901,Kalispell,MT,75.96,Medium Risk (70–79%),36
43434,Harbor View,OH,72.34,Medium Risk (70–79%),40
43437,Jerry City,OH,72.99,Medium Risk (70–79%),40
22603,Winchester,VA,75.95,Medium Risk (70–79%),5
43446,Middle Bass,OH,68.63,High Risk (60–69%),40
22623,Chester Gap,VA,81.35,Low Risk (80–84%),5
28572,Pink Hill,NC,66.77,High Risk (60–69%),2
68445,Swanton,NE,51.22,Very High Risk (<60%),5
28575,Salter Path,NC,66.29,High Risk (60–69%),2
24073,Christiansburg,VA,77.15,Medium Risk (70–79%),5
68448,Talmage,NE,62.96,High Risk (60–69%),5
65536,Lebanon,MO,73.99,Medium Risk (70–79%),6
68452,Ong,NE,21.02,Very High Risk (<60%),5
28587,Vandemere,NC,66.81,High Risk (60–69%),2
38425,Clifton,TN,57.22,Very High Risk (<60%),8
38451,Culleoka,TN,76.07,Medium Risk (70–79%),8
24556,Goode,VA,73.41,Medium Risk (70–79%),5
82941,Pinedale,WY,73.23,Medium Risk (70–79%),15
67132,Rosalia,KS,92.36,Lowest Risk (85%+),91
83001,Jackson,WY,75.19,Medium Risk (70–79%),15
45372,Tremont City,OH,72.49,Medium Risk (70–79%),40
24572,Madison Heights,VA,79.9,Medium Risk (70–79%),5
24577,Nathalie,VA,84.67,Low Risk (80–84%),5
67149,Viola,KS,59.54,Very High Risk (<60%),91
83113,Big Piney,WY,74.35,Medium Risk (70–79%),15
83114,Cokeville,WY,86.84,Lowest Risk (85%+),15
45389,Christiansburg,OH,61.9,High Risk (60–69%),40
83120,Freedom,WY,70.25,Medium Risk (70–79%),15
37870,Speedwell,TN,75.39,Medium Risk (70–79%),8
54211,Ephraim,WI,56.56,Very High Risk (<60%),36
54214,Francis Creek,WI,51.2,Very High Risk (<60%),36
23433,Suffolk,NC,75.21,Medium Risk (70–79%),2
28152,Shelby,NC,63.97,High Risk (60–69%),2
28159,Spencer,NC,68.97,High Risk (60–69%),2
64776,Osceola,MO,78.18,Medium Risk (70–79%),6
54229,New Franken,WI,60.07,High Risk (60–69%),36
54232,Saint Nazianz,WI,69.03,High Risk (60–69%),36
33955,Punta Gorda,FL,60.69,High Risk (60–69%),7
27582,NA,NA,68.8,High Risk (60–69%),15
58523,Beulah,ND,80.98,Low Risk (80–84%),36
37351,Lupton City,TN,73.77,Medium Risk (70–79%),8
57580,Winner,SD,69.02,High Risk (60–69%),16
61814,Bismarck,IL,76.37,Medium Risk (70–79%),14
33597,Webster,FL,57.17,Very High Risk (<60%),7
58529,Carson,ND,74.79,Medium Risk (70–79%),36
43458,Rocky Ridge,OH,71.64,Medium Risk (70–79%),40
29432,Branchville,SC,65.92,High Risk (60–69%),224
43463,Stony Ridge,OH,64.03,High Risk (60–69%),40
22630,Front Royal,VA,80.33,Low Risk (80–84%),5
27591,Wendell,NC,68.93,High Risk (60–69%),2
64040,Holden,MO,76.09,Medium Risk (70–79%),6
57626,Faith,SD,95.71,Lowest Risk (85%+),16
27592,Willow Spring,NC,63.76,High Risk (60–69%),2
65552,Plato,MO,85.39,Lowest Risk (85%+),6
68465,Wilber,NE,68.12,High Risk (60–69%),5
24091,Floyd,VA,78.8,Medium Risk (70–79%),5
24092,Glade Hill,VA,76.15,Medium Risk (70–79%),5
66608,Topeka,KS,68.94,High Risk (60–69%),91
38462,Hohenwald,TN,76.17,Medium Risk (70–79%),8
65559,Saint James,MO,78.52,Medium Risk (70–79%),6
62915,NA,NA,77.19,Medium Risk (70–79%),15
44809,NA,NA,80.8,Low Risk (80–84%),15
54751,Menomonie,WI,73.73,Medium Risk (70–79%),36
62918,Carterville,IL,75.88,Medium Risk (70–79%),14
45661,Piketon,OH,71.61,Medium Risk (70–79%),40
67417,Aurora,KS,77.56,Medium Risk (70–79%),91
69037,Max,NE,81.69,Low Risk (80–84%),5
45684,Stout,OH,79.26,Medium Risk (70–79%),40
45693,West Union,OH,67.96,High Risk (60–69%),40
67436,Delphos,KS,59.54,Very High Risk (<60%),91
45710,Albany,OH,77.57,Medium Risk (70–79%),40
45723,Coolville,OH,76.24,Medium Risk (70–79%),40
45740,Jacksonville,OH,78.42,Medium Risk (70–79%),40
37881,Thorn Hill,TN,81.99,Low Risk (80–84%),8
54235,Sturgeon Bay,WI,64.86,High Risk (60–69%),36
62419,Calhoun,IL,68.03,High Risk (60–69%),14
64801,Joplin,MO,74.94,Medium Risk (70–79%),6
28206,Charlotte,NC,61.3,High Risk (60–69%),2
29718,Jefferson,SC,67.87,High Risk (60–69%),224
33972,Lehigh Acres,FL,61.36,High Risk (60–69%),7
37915,Knoxville,TN,56.67,Very High Risk (<60%),8
64835,Carterville,MO,69.67,High Risk (60–69%),6
53504,Argyle,WI,65.46,High Risk (60–69%),36
27596,Youngsville,NC,71.57,Medium Risk (70–79%),2
57636,Lantry,SD,89.42,Lowest Risk (85%+),16
43505,NA,NA,37.08,Very High Risk (<60%),15
37355,Manchester,TN,69.3,High Risk (60–69%),8
49753,Lachine,MI,68.49,High Risk (60–69%),29
27597,Zebulon,NC,66.37,High Risk (60–69%),2
61822,Champaign,IL,68.36,High Risk (60–69%),14
43511,Custar,OH,48.54,Very High Risk (<60%),40
57649,Prairie City,SD,94.99,Lowest Risk (85%+),16
58540,Garrison,ND,82.99,Low Risk (80–84%),36
58541,Golden Valley,ND,71.86,Medium Risk (70–79%),36
49762,Naubinway,MI,61.54,High Risk (60–69%),29
62921,NA,NA,89.58,Lowest Risk (85%+),15
82063,Jelm,WY,77.5,Medium Risk (70–79%),15
65565,Steelville,MO,73.72,Medium Risk (70–79%),6
54757,New Auburn,WI,67.96,High Risk (60–69%),36
54757,Sand Creek,WI,67.96,High Risk (60–69%),36
24121,Moneta,VA,75.76,Medium Risk (70–79%),5
62930,Eldorado,IL,78.03,Medium Risk (70–79%),14
38474,Mount Pleasant,TN,72.34,Medium Risk (70–79%),8
28612,Connelly Springs,NC,70.68,Medium Risk (70–79%),2
82070,Laramie,WY,76.51,Medium Risk (70–79%),15
54760,NA,NA,57.29,Very High Risk (<60%),15
44825,Chatfield,OH,64.94,High Risk (60–69%),40
24127,New Castle,VA,79.43,Medium Risk (70–79%),5
82072,Laramie,WY,75.22,Medium Risk (70–79%),15
28616,NA,NA,68.3,High Risk (60–69%),15
44828,NA,NA,71.61,Medium Risk (70–79%),15
24523,Bedford,VA,77.3,Medium Risk (70–79%),5
82834,Buffalo,WY,81.13,Low Risk (80–84%),15
68838,Farwell,NE,66.53,High Risk (60–69%),5
24531,Chatham,VA,76.5,Medium Risk (70–79%),5
24536,Coleman Falls,VA,78.51,Medium Risk (70–79%),5
82901,Rock Springs,WY,75.43,Medium Risk (70–79%),15
82925,Cora,WY,92.14,Lowest Risk (85%+),15
67112,Nashville,KS,51.95,Very High Risk (<60%),91
45350,NA,NA,65.21,High Risk (60–69%),15
24551,Forest,VA,77.87,Medium Risk (70–79%),5
82935,Green River,WY,73.99,Medium Risk (70–79%),15
67114,Newton,KS,69.32,High Risk (60–69%),91
24553,Gladstone,VA,86.18,Lowest Risk (85%+),5
24554,Gladys,VA,80.95,Low Risk (80–84%),5
64842,Fairview,MO,73.67,Medium Risk (70–79%),6
44132,Euclid,OH,55.87,Very High Risk (<60%),40
37920,Knoxville,TN,74.59,Medium Risk (70–79%),8
23503,Norfolk,VA,65.49,High Risk (60–69%),5
64857,NA,NA,78.16,Medium Risk (70–79%),15
59928,Polebridge,MT,76.96,Medium Risk (70–79%),36
61832,Danville,IL,69.62,High Risk (60–69%),14
64063,Lees Summit,MO,82.39,Low Risk (80–84%),6
59934,Trego,MT,68.07,High Risk (60–69%),36
64066,Levasy,MO,75.13,Medium Risk (70–79%),6
57706,Ellsworth AFB,SD,90.22,Lowest Risk (85%+),16
58552,Linton,ND,82.69,Low Risk (80–84%),36
59935,Troy,MT,69.27,High Risk (60–69%),36
53530,Darlington,WI,65.07,High Risk (60–69%),36
43519,NA,NA,85.33,Lowest Risk (85%+),15
28619,Drexel,NC,74.18,Medium Risk (70–79%),2
82083,Rock River,WY,88.56,Lowest Risk (85%+),15
28621,Elkin,NC,71.66,Medium Risk (70–79%),2
68523,Lincoln,NE,54.65,Very High Risk (<60%),5
38478,Pulaski,TN,73.99,Medium Risk (70–79%),8
82190,Yellowstone National Park,WY,97.07,Lowest Risk (85%+),15
24137,Penhook,VA,78.92,Medium Risk (70–79%),5
54771,Thorp,WI,66.08,High Risk (60–69%),36
38483,Summertown,TN,72.81,Medium Risk (70–79%),8
44838,Hayesville,OH,69.74,High Risk (60–69%),40
65605,Aurora,MO,72.36,Medium Risk (70–79%),6
62949,Hurst,IL,83.63,Low Risk (80–84%),14
28634,Harmony,NC,67.55,High Risk (60–69%),2
62953,NA,NA,94.68,Lowest Risk (85%+),15
65608,Ava,MO,75.12,Medium Risk (70–79%),6
83127,Thayne,WY,74.38,Medium Risk (70–79%),15
68875,Scotia,NE,62.1,High Risk (60–69%),5
67156,Winfield,KS,69.49,High Risk (60–69%),91
24609,Cedar Bluff,VA,79.95,Medium Risk (70–79%),5
45415,Dayton,OH,67.58,High Risk (60–69%),40
24620,Hurley,VA,81.36,Low Risk (80–84%),5
24631,Oakwood,VA,71.42,Medium Risk (70–79%),5
24635,Pocahontas,VA,80,Low Risk (80–84%),5
24639,Raven,VA,72.25,Medium Risk (70–79%),5
68928,Bladen,NE,66.94,High Risk (60–69%),5
68933,Clay Center,NE,52.63,Very High Risk (<60%),5
62459,Sainte Marie,IL,77.58,Medium Risk (70–79%),14
29803,Aiken,SC,72.86,Medium Risk (70–79%),224
34103,Naples,FL,63.78,High Risk (60–69%),7
54435,Gleason,WI,65.01,High Risk (60–69%),36
38008,Bolivar,TN,68.38,High Risk (60–69%),8
34109,Naples,FL,68.2,High Risk (60–69%),7
65014,Bland,MO,70.77,Medium Risk (70–79%),6
38012,Brownsville,TN,66.1,High Risk (60–69%),8
65018,California,MO,70.51,Medium Risk (70–79%),6
61848,Henning,IL,71.39,Medium Risk (70–79%),14
49779,Rogers City,MI,65.44,High Risk (60–69%),29
29455,Johns Island,SC,70.76,Medium Risk (70–79%),224
57720,Buffalo,SD,93.6,Lowest Risk (85%+),16
57722,Buffalo Gap,SD,79.1,Medium Risk (70–79%),16
59937,Whitefish,MT,68.53,High Risk (60–69%),36
82801,Sheridan,WY,83.93,Low Risk (80–84%),15
61855,Milmine,IL,8.01,Very High Risk (<60%),14
57730,Custer,SD,77.97,Medium Risk (70–79%),16
58554,Mandan,ND,79.92,Medium Risk (70–79%),36
37381,Spring City,TN,71.06,Medium Risk (70–79%),8
22802,Harrisonburg,VA,70.96,Medium Risk (70–79%),5
53537,Footville,WI,72.75,Medium Risk (70–79%),36
57735,Edgemont,SD,87.16,Lowest Risk (85%+),16
49791,Topinabee,MI,78.61,Medium Risk (70–79%),29
57744,Hermosa,SD,76.31,Medium Risk (70–79%),16
43536,Mark Center,OH,63.67,High Risk (60–69%),40
28640,Jefferson,NC,60.66,High Risk (60–69%),2
28643,Lansing,NC,71.05,Medium Risk (70–79%),2
68623,Belgrade,NE,24.43,Very High Risk (<60%),5
54817,Birchwood,WI,69.01,High Risk (60–69%),36
38506,Cookeville,TN,73.71,Medium Risk (70–79%),8
44856,NA,NA,71.38,Medium Risk (70–79%),15
65613,Bolivar,MO,74.57,Medium Risk (70–79%),6
54820,Brule,WI,65.02,High Risk (60–69%),36
38549,Byrdstown,TN,83.8,Low Risk (80–84%),8
54826,Comstock,WI,68.24,High Risk (60–69%),36
34760,Oakland,FL,74.88,Medium Risk (70–79%),7
23015,Beaverdam,VA,79.57,Medium Risk (70–79%),5
62030,Fidelity,IL,79.25,Medium Risk (70–79%),14
49895,Wetmore,MI,60.12,High Risk (60–69%),29
49901,Ahmeek,MI,66.26,High Risk (60–69%),29
23024,Bumpass,VA,71.49,Medium Risk (70–79%),5
53726,Madison,WI,77,Medium Risk (70–79%),36
53802,NA,NA,85.75,Lowest Risk (85%+),15
49908,Baraga,MI,67.09,High Risk (60–69%),29
29550,Hartsville,SC,64.28,High Risk (60–69%),224
33785,Indian Rocks Beach,FL,47.46,Very High Risk (<60%),7
49912,Bruce Crossing,MI,74.45,Medium Risk (70–79%),29
43734,Duncan Falls,OH,83.8,Low Risk (80–84%),40
43738,NA,NA,79.43,Medium Risk (70–79%),15
23047,Doswell,VA,75.66,Medium Risk (70–79%),5
29556,Kingstree,SC,62.92,High Risk (60–69%),224
34116,Naples,FL,51.59,Very High Risk (<60%),7
29824,Edgefield,SC,62.89,High Risk (60–69%),224
68001,Abie,NE,81.43,Low Risk (80–84%),5
54450,Mattoon,WI,40.01,Very High Risk (<60%),36
66002,Atchison,KS,76.29,Medium Risk (70–79%),91
62517,Bulpitt,IL,83.17,Low Risk (80–84%),14
28315,Aberdeen,NC,67.65,High Risk (60–69%),2
29832,Johnston,SC,65.74,High Risk (60–69%),224
28320,Bladenboro,NC,67.9,High Risk (60–69%),2
54452,Merrill,WI,69.78,High Risk (60–69%),36
58562,New Leipzig,ND,66.48,High Risk (60–69%),36
57747,Hot Springs,SD,84.71,Low Risk (80–84%),16
37388,Tullahoma,TN,73.17,Medium Risk (70–79%),8
37394,NA,NA,37.58,Very High Risk (<60%),15
58563,New Salem,ND,82.68,Low Risk (80–84%),36
22824,Edinburg,VA,76.05,Medium Risk (70–79%),5
58565,Riverdale,ND,72.54,Medium Risk (70–79%),36
49801,Iron Mountain,MI,74.73,Medium Risk (70–79%),29
57752,Kyle,SD,91.02,Lowest Risk (85%+),16
37397,Whitwell,TN,73.72,Medium Risk (70–79%),8
58568,Selfridge,ND,96.79,Lowest Risk (85%+),36
61878,Thomasboro,IL,60.7,High Risk (60–69%),14
22827,Elkton,VA,79.37,Medium Risk (70–79%),5
49807,Bark River,MI,64.57,High Risk (60–69%),29
22830,Fulks Run,VA,76.31,Medium Risk (70–79%),5
28651,Millers Creek,NC,71.66,Medium Risk (70–79%),2
24171,Stuart,VA,78.85,Medium Risk (70–79%),5
68634,Duncan,NE,54.02,Very High Risk (<60%),5
62966,Murphysboro,IL,72.52,Medium Risk (70–79%),14
54830,Danbury,WI,70.81,Medium Risk (70–79%),36
66756,Mulberry,KS,69.76,High Risk (60–69%),91
65622,Buffalo,MO,73.05,Medium Risk (70–79%),6
24184,Wirtz,VA,77.58,Medium Risk (70–79%),5
28655,Morganton,NC,68.57,High Risk (60–69%),2
44870,Sandusky,OH,64.38,High Risk (60–69%),40
38562,Gainesboro,TN,72.85,Medium Risk (70–79%),8
82324,Elk Mountain,WY,86.43,Lowest Risk (85%+),15
24201,Bristol,VA,69.46,High Risk (60–69%),5
38568,Hilham,TN,74.83,Medium Risk (70–79%),8
65626,Caulfield,MO,76.68,Medium Risk (70–79%),6
37681,Limestone,TN,73.46,Medium Risk (70–79%),8
53813,Lancaster,WI,67,High Risk (60–69%),36
29560,Lake City,SC,58.94,Very High Risk (<60%),224
53817,Patch Grove,WI,80.62,Low Risk (80–84%),36
27893,Wilson,NC,57.35,Very High Risk (<60%),2
43749,Kimbolton,OH,76.57,Medium Risk (70–79%),40
37686,Piney Flats,TN,74.76,Medium Risk (70–79%),8
43756,McConnelsville,OH,70.98,Medium Risk (70–79%),40
27909,Elizabeth City,NC,73.74,Medium Risk (70–79%),2
23063,Goochland,VA,76.42,Medium Risk (70–79%),5
58718,Berthold,ND,55.42,Very High Risk (<60%),36
38024,Dyersburg,TN,71.81,Medium Risk (70–79%),8
28327,Carthage,NC,70.57,Medium Risk (70–79%),2
23663,Hampton,VA,62.07,High Risk (60–69%),5
68010,Boys Town,NE,74.25,Medium Risk (70–79%),5
28328,Clinton,NC,65.93,High Risk (60–69%),2
23665,Hampton,VA,80.27,Low Risk (80–84%),5
65047,Kaiser,MO,67.42,High Risk (60–69%),6
38044,Hornsby,TN,75.4,Medium Risk (70–79%),8
44262,Munroe Falls,OH,79.81,Medium Risk (70–79%),40
38050,NA,NA,61.82,High Risk (60–69%),15
62538,Harvel,IL,66.17,High Risk (60–69%),14
49814,Champion,MI,72,Medium Risk (70–79%),29
29475,Ruffin,SC,59.97,Very High Risk (<60%),224
33701,Saint Petersburg,FL,68.83,High Risk (60–69%),7
57770,Pine Ridge,SD,91.06,Lowest Risk (85%+),16
53557,Lowell,WI,87.18,Lowest Risk (85%+),36
49821,Daggett,MI,67.53,High Risk (60–69%),29
64109,Kansas City,MO,66.64,High Risk (60–69%),6
49836,Germfask,MI,60.59,High Risk (60–69%),29
54840,Grantsburg,WI,76.3,Medium Risk (70–79%),36
82327,Hanna,WY,77.8,Medium Risk (70–79%),15
62997,NA,NA,73.38,Medium Risk (70–79%),15
38571,Crossville,TN,76.05,Medium Risk (70–79%),8
65633,Crane,MO,75.6,Medium Risk (70–79%),6
54843,Hayward,WI,66.09,High Risk (60–69%),36
54845,Hertel,WI,67.5,High Risk (60–69%),36
82331,Saratoga,WY,75.18,Medium Risk (70–79%),15
68658,Rising City,NE,50.55,Very High Risk (<60%),5
28675,Sparta,NC,69.52,High Risk (60–69%),2
24219,Big Stone Gap,VA,79.07,Medium Risk (70–79%),5
66782,West Mineral,KS,68.01,High Risk (60–69%),91
27920,Buxton,NC,60.29,High Risk (60–69%),2
23069,Hanover,VA,64.58,High Risk (60–69%),5
43768,Old Washington,OH,72.48,Medium Risk (70–79%),40
23076,Hudgins,VA,81.18,Low Risk (80–84%),5
49945,Lake Linden,MI,70.38,Medium Risk (70–79%),29
43773,Quaker City,OH,75.52,Medium Risk (70–79%),40
27936,Frisco,NC,68.84,High Risk (60–69%),2
49946,Lanse,MI,72.17,Medium Risk (70–79%),29
23086,King William,VA,78.38,Medium Risk (70–79%),5
27944,Hertford,NC,71.28,Medium Risk (70–79%),2
38052,Middleton,TN,75.56,Medium Risk (70–79%),8
29848,Troy,SC,74.8,Medium Risk (70–79%),224
28337,Elizabethtown,NC,64.78,High Risk (60–69%),2
38053,Millington,TN,69.48,High Risk (60–69%),8
66035,Highland,KS,80.03,Low Risk (80–84%),91
44266,Ravenna,OH,70.33,Medium Risk (70–79%),40
44276,Sterling,OH,69.21,High Risk (60–69%),40
29902,Beaufort,SC,65.23,High Risk (60–69%),224
62556,Palmer,IL,57.1,Very High Risk (<60%),14
57788,Vale,SD,83.03,Low Risk (80–84%),16
57790,Wall,SD,88.19,Lowest Risk (85%+),16
57791,Wasta,SD,79.1,Medium Risk (70–79%),16
53565,Mineral Point,WI,66.73,High Risk (60–69%),36
64113,Kansas City,MO,85.71,Lowest Risk (85%+),6
58623,Bowman,ND,75.85,Medium Risk (70–79%),36
27809,Battleboro,NC,68.54,High Risk (60–69%),2
82701,Four Corners,WY,78.11,Medium Risk (70–79%),15
82701,Newcastle,WY,78.11,Medium Risk (70–79%),15
22901,Charlottesville,VA,81.76,Low Risk (80–84%),5
61936,La Place,IL,53.65,Very High Risk (<60%),14
49841,Gwinn,MI,72.55,Medium Risk (70–79%),29
58601,Dickinson,ND,77.77,Medium Risk (70–79%),36
29488,Walterboro,SC,60.98,High Risk (60–69%),224
22903,Charlottesville,VA,77.18,Medium Risk (70–79%),5
22904,Charlottesville,VA,72.55,Medium Risk (70–79%),5
49849,Ishpeming,MI,73.22,Medium Risk (70–79%),29
82401,Worland,WY,77.08,Medium Risk (70–79%),15
82410,Basin,WY,65.96,High Risk (60–69%),15
24224,Castlewood,VA,86.2,Lowest Risk (85%+),5
54856,Mason,WI,62.57,High Risk (60–69%),36
24225,Cleveland,VA,94.28,Lowest Risk (85%+),5
38583,Sparta,TN,72.64,Medium Risk (70–79%),8
38585,Spencer,TN,74.84,Medium Risk (70–79%),8
38588,Whitleyville,TN,73.79,Medium Risk (70–79%),8
68666,Stromsburg,NE,63.89,High Risk (60–69%),5
66801,Emporia,KS,65.54,High Risk (60–69%),91
45001,Addyston,OH,72.9,Medium Risk (70–79%),40
28692,Vilas,NC,65.24,High Risk (60–69%),2
24245,Dungannon,VA,79.82,Medium Risk (70–79%),5
82426,Greybull,WY,75.43,Medium Risk (70–79%),15
29575,Myrtle Beach,SC,56.52,Very High Risk (<60%),224
62076,Ohlman,IL,44.8,Very High Risk (<60%),14
62078,NA,NA,90.71,Lowest Risk (85%+),15
37722,Cosby,TN,73.06,Medium Risk (70–79%),8
27954,Manteo,NC,68.52,High Risk (60–69%),2
62085,Sawyerville,IL,81.39,Low Risk (80–84%),14
53929,Elroy,WI,70.01,Medium Risk (70–79%),36
49967,Trout Creek,MI,75.84,Medium Risk (70–79%),29
