Zip Code,Municipality,State,Est. Mean Vaccination Rate,Measles Risk Level,Measles Cases per State
27967,NA,NA,74.26,Medium Risk (70–79%),15
53931,Fairwater,WI,77.41,Medium Risk (70–79%),36
43812,Coshocton,OH,67.82,High Risk (60–69%),40
29906,Beaufort,SC,66.41,High Risk (60–69%),224
28348,Hope Mills,NC,68.51,High Risk (60–69%),2
65074,Russellville,MO,70.72,Medium Risk (70–79%),6
65074,High Point,MO,70.72,Medium Risk (70–79%),6
38068,Somerville,TN,76.04,Medium Risk (70–79%),8
68034,Kennard,NE,78.69,Medium Risk (70–79%),5
65078,Stover,MO,75.69,Medium Risk (70–79%),6
29910,Bluffton,SC,70.49,Medium Risk (70–79%),224
66048,Leavenworth,KS,75.89,Medium Risk (70–79%),91
34222,Ellenton,FL,51.78,Very High Risk (<60%),7
27823,Enfield,NC,71.67,Medium Risk (70–79%),2
37601,Johnson City,TN,71.12,Medium Risk (70–79%),8
22922,Arrington,VA,80.21,Low Risk (80–84%),5
64126,Kansas City,MO,60.16,High Risk (60–69%),6
22932,Crozet,VA,78.37,Medium Risk (70–79%),5
53581,Richland Center,WI,71.52,Medium Risk (70–79%),36
58630,Gladstone,ND,72.74,Medium Risk (70–79%),36
53585,Sharon,WI,56.27,Very High Risk (<60%),36
22942,Gordonsville,VA,52.61,Very High Risk (<60%),5
37617,Blountville,TN,72.43,Medium Risk (70–79%),8
29510,Andrews,SC,63.85,High Risk (60–69%),224
43614,Toledo,OH,71.8,Medium Risk (70–79%),40
28697,Wilkesboro,NC,64.72,High Risk (60–69%),2
34953,Port Saint Lucie,FL,63.23,High Risk (60–69%),7
82432,Manderson,WY,74.12,Medium Risk (70–79%),15
45013,Hamilton,OH,70.03,Medium Risk (70–79%),40
82433,Meeteetse,WY,89.48,Lowest Risk (85%+),15
66845,Cottonwood Falls,KS,73.92,Medium Risk (70–79%),91
68716,Beemer,NE,60.4,High Risk (60–69%),5
28711,Black Mountain,NC,68.85,High Risk (60–69%),2
34972,Okeechobee,FL,58.15,Very High Risk (<60%),7
45033,Hooven,OH,65.4,High Risk (60–69%),40
24266,Lebanon,VA,77.79,Medium Risk (70–79%),5
65681,Lampe,MO,62.22,High Risk (60–69%),6
54893,Webster,WI,71.85,Medium Risk (70–79%),36
82435,Powell,WY,77.49,Medium Risk (70–79%),15
65686,Kimberling City,MO,61.7,High Risk (60–69%),6
68728,Concord,NE,52.21,Very High Risk (<60%),5
82442,Ten Sleep,WY,76.43,Medium Risk (70–79%),15
62093,Wilsonville,IL,74.45,Medium Risk (70–79%),14
53935,Friesland,WI,47.04,Very High Risk (<60%),36
53941,La Valle,WI,66.2,High Risk (60–69%),36
58758,Martin,ND,70.57,Medium Risk (70–79%),36
29584,Patrick,SC,72.2,Medium Risk (70–79%),224
23119,Moon,VA,73.54,Medium Risk (70–79%),5
43842,Trinway,OH,71.38,Medium Risk (70–79%),40
37743,Greeneville,TN,70.03,Medium Risk (70–79%),8
43844,Warsaw,OH,76.6,Medium Risk (70–79%),40
62570,Tovey,IL,73.23,Medium Risk (70–79%),14
29923,NA,NA,75.9,Medium Risk (70–79%),15
28358,Lumberton,NC,62.91,High Risk (60–69%),2
65101,Jefferson City,MO,64.83,High Risk (60–69%),6
29927,Hardeeville,SC,58.71,Very High Risk (<60%),224
28364,Maxton,NC,61.68,High Risk (60–69%),2
38108,Memphis,TN,56.96,Very High Risk (<60%),8
68058,South Bend,NE,70.51,Medium Risk (70–79%),5
28366,Newton Grove,NC,66.94,High Risk (60–69%),2
28369,Orrum,NC,72.62,Medium Risk (70–79%),2
23824,Blackstone,VA,83.12,Low Risk (80–84%),5
49863,Nadeau,MI,74.47,Medium Risk (70–79%),29
22960,Orange,VA,73.36,Medium Risk (70–79%),5
29512,Bennettsville,SC,65.02,High Risk (60–69%),224
43617,Toledo,OH,81.03,Low Risk (80–84%),40
27852,Macclesfield,NC,62.41,High Risk (60–69%),2
22963,Palmyra,VA,76.84,Medium Risk (70–79%),5
58639,Hettinger,ND,76.52,Medium Risk (70–79%),36
27855,Murfreesboro,NC,71.01,Medium Risk (70–79%),2
37620,Bristol,TN,73.16,Medium Risk (70–79%),8
29520,Cheraw,SC,66.49,High Risk (60–69%),224
58640,Killdeer,ND,69.27,High Risk (60–69%),36
37640,Butler,TN,69.75,High Risk (60–69%),8
27857,Oak City,NC,70.45,Medium Risk (70–79%),2
22973,Stanardsville,VA,77.87,Medium Risk (70–79%),5
37642,Church Hill,TN,73.78,Medium Risk (70–79%),8
62011,Bingham,IL,76.26,Medium Risk (70–79%),14
28714,Burnsville,NC,73.1,Medium Risk (70–79%),2
45051,NA,NA,68.36,High Risk (60–69%),15
34984,Port Saint Lucie,FL,61.57,High Risk (60–69%),7
28716,Canton,NC,72.82,Medium Risk (70–79%),2
34986,Port Saint Lucie,FL,64.01,High Risk (60–69%),7
65706,Marshfield,MO,72.21,Medium Risk (70–79%),6
82501,Riverton,WY,71.55,Medium Risk (70–79%),15
28721,Clyde,NC,68.3,High Risk (60–69%),2
66870,Virgil,KS,70.91,Medium Risk (70–79%),91
82514,Fort Washakie,WY,81.4,Low Risk (80–84%),15
37745,Greeneville,TN,72.29,Medium Risk (70–79%),8
23139,Powhatan,VA,77.58,Medium Risk (70–79%),5
58768,Norwich,ND,22.11,Very High Risk (<60%),36
23148,Saint Stephens Church,VA,79.47,Medium Risk (70–79%),5
62219,Beckemeyer,IL,79.49,Medium Risk (70–79%),14
58772,Portal,ND,73.66,Medium Risk (70–79%),36
29607,Greenville,SC,76.51,Medium Risk (70–79%),224
53959,Reedsburg,WI,69.19,High Risk (60–69%),36
33852,Lake Placid,FL,59.13,Very High Risk (<60%),7
28027,Concord,NC,68.62,High Risk (60–69%),2
33856,Nalcrest,FL,63.06,High Risk (60–69%),7
36558,Millry,AL,66.47,High Risk (60–69%),1
36559,NA,NA,76.17,Medium Risk (70–79%),15
59405,Malmstrom AFB,MT,78.17,Medium Risk (70–79%),36
59405,Great Falls,MT,78.17,Medium Risk (70–79%),36
47520,Cannelton,IN,72.71,Medium Risk (70–79%),10
49289,NA,NA,79.14,Medium Risk (70–79%),15
63366,O Fallon,MO,78.42,Medium Risk (70–79%),6
56470,Park Rapids,MN,74.03,Medium Risk (70–79%),26
52776,West Liberty,IA,68.92,High Risk (60–69%),9
36567,Robertsdale,AL,64.91,High Risk (60–69%),1
59417,Browning,MT,74.29,Medium Risk (70–79%),36
47542,Huntingburg,IN,72.78,Medium Risk (70–79%),10
59421,Cascade,MT,73.51,Medium Risk (70–79%),36
27317,Randleman,NC,72.08,Medium Risk (70–79%),2
36921,Toxey,AL,74.58,Medium Risk (70–79%),1
59718,Bozeman,MT,78.94,Medium Risk (70–79%),36
47916,Alamo,IN,71.04,Medium Risk (70–79%),10
58321,Brocket,ND,66.24,High Risk (60–69%),36
61466,North Henderson,IL,78.77,Medium Risk (70–79%),14
37137,Nunnelly,TN,71.71,Medium Risk (70–79%),8
63673,Saint Mary,MO,73.09,Medium Risk (70–79%),6
27320,Reidsville,NC,69.81,High Risk (60–69%),2
61468,Ophiem,IL,69.65,High Risk (60–69%),14
61470,Prairie City,IL,80.09,Low Risk (80–84%),14
59724,Dell,MT,75.44,Medium Risk (70–79%),36
61474,Saint Augustine,IL,79.03,Medium Risk (70–79%),14
37144,Petersburg,TN,73.23,Medium Risk (70–79%),8
50701,Waterloo,IA,71.3,Medium Risk (70–79%),9
30434,Louisville,GA,62.24,High Risk (60–69%),10
35620,Elkmont,AL,72.06,Medium Risk (70–79%),1
32448,Marianna,FL,73.73,Medium Risk (70–79%),7
41650,Melvin,KY,77.66,Medium Risk (70–79%),13
30436,Lyons,GA,61.38,High Risk (60–69%),10
41669,Wheelwright,KY,73.18,Medium Risk (70–79%),13
30441,Midville,GA,66.36,High Risk (60–69%),10
55731,Ely,MN,74.94,Medium Risk (70–79%),26
41725,Carrie,KY,74.77,Medium Risk (70–79%),13
48853,Maple Rapids,MI,80.77,Low Risk (80–84%),29
56138,Hills,MN,73.11,Medium Risk (70–79%),26
42716,Buffalo,KY,69.46,High Risk (60–69%),13
56139,Holland,MN,51.73,Very High Risk (<60%),26
56140,NA,NA,67.15,High Risk (60–69%),15
36067,Prattville,AL,66.45,High Risk (60–69%),1
47034,NA,NA,52.91,Very High Risk (<60%),15
36069,Ramer,AL,65.43,High Risk (60–69%),1
56145,Jeffers,MN,56.4,Very High Risk (<60%),26
30815,Hephzibah,GA,61.24,High Risk (60–69%),10
36078,Tallassee,AL,73.42,Medium Risk (70–79%),1
42718,Campbellsville,KY,76.45,Medium Risk (70–79%),13
36079,Troy,AL,69.95,High Risk (60–69%),1
39666,Summit,MS,68.72,High Risk (60–69%),0
42721,Caneyville,KY,76.84,Medium Risk (70–79%),13
30817,Lincolnton,GA,71.74,Medium Risk (70–79%),10
42724,Cecilia,KY,70,Medium Risk (70–79%),13
31510,Alma,GA,65.1,High Risk (60–69%),10
59422,Choteau,MT,74.41,Medium Risk (70–79%),36
47546,Jasper,IN,75.79,Medium Risk (70–79%),10
56479,Staples,MN,78.49,Medium Risk (70–79%),26
33138,Miami,FL,56.82,Very High Risk (<60%),7
31513,Baxley,GA,67.56,High Risk (60–69%),10
27011,Boonville,NC,68.45,High Risk (60–69%),2
63377,Silex,MO,72.47,Medium Risk (70–79%),6
43010,Catawba,OH,55.11,Very High Risk (<60%),40
58007,Ayr,ND,61.29,High Risk (60–69%),36
58008,Barney,ND,56.8,Very High Risk (<60%),36
29006,Batesburg,SC,68.63,High Risk (60–69%),224
31516,Blackshear,GA,68.59,High Risk (60–69%),10
31763,Leesburg,GA,70.42,Medium Risk (70–79%),10
61482,Table Grove,IL,83.11,Low Risk (80–84%),14
27330,Sanford,NC,67.36,High Risk (60–69%),2
43140,London,OH,65.76,High Risk (60–69%),40
53088,Stockbridge,WI,74.98,Medium Risk (70–79%),36
37148,Portland,TN,72.89,Medium Risk (70–79%),8
43143,Mount Sterling,OH,72.04,Medium Risk (70–79%),40
58339,Hansboro,ND,86.79,Lowest Risk (85%+),36
27341,Seagrove,NC,68.09,High Risk (60–69%),2
37150,Red Boiling Springs,TN,71.28,Medium Risk (70–79%),8
31768,Moultrie,GA,60.66,High Risk (60–69%),10
37153,Rockvale,TN,84.16,Low Risk (80–84%),8
43146,Orient,OH,69.12,High Risk (60–69%),40
50835,Benton,IA,61.29,High Risk (60–69%),9
55736,Floodwood,MN,66.12,High Risk (60–69%),26
41776,Wooton,KY,70.76,Medium Risk (70–79%),13
35640,Hartselle,AL,67.58,High Risk (60–69%),1
30453,Manassas,GA,65.64,High Risk (60–69%),10
30453,Reidsville,GA,65.64,High Risk (60–69%),10
30454,Rockledge,GA,70.7,Medium Risk (70–79%),10
32466,Youngstown,FL,69.71,High Risk (60–69%),7
41840,Neon,KY,72.68,Medium Risk (70–79%),13
56153,Leota,MN,50.25,Very High Risk (<60%),26
42726,Clarkson,KY,72.11,Medium Risk (70–79%),13
36081,Troy,AL,67.72,High Risk (60–69%),1
42732,Eastview,KY,66.93,High Risk (60–69%),13
42733,Elk Horn,KY,74.72,Medium Risk (70–79%),13
47111,Charlestown,IN,74.91,Medium Risk (70–79%),10
56162,Ormsby,MN,68.79,High Risk (60–69%),26
30828,Warrenton,GA,64.12,High Risk (60–69%),10
39701,Columbus,MS,64.31,High Risk (60–69%),0
56165,Reading,MN,70.29,Medium Risk (70–79%),26
42748,Hodgenville,KY,75.84,Medium Risk (70–79%),13
30830,Waynesboro,GA,55.31,Very High Risk (<60%),10
42754,Leitchfield,KY,73.89,Medium Risk (70–79%),13
36093,Wetumpka,AL,70.78,Medium Risk (70–79%),1
36587,Wilmer,AL,64.61,High Risk (60–69%),1
27019,Germanton,NC,70.64,Medium Risk (70–79%),2
58016,Clifford,ND,20.81,Very High Risk (<60%),36
59446,Geraldine,MT,87.31,Lowest Risk (85%+),36
29010,Bishopville,SC,62.57,High Risk (60–69%),224
37013,Antioch,TN,61.09,High Risk (60–69%),8
27021,King,NC,76.71,Medium Risk (70–79%),2
58021,Davenport,ND,71.25,Medium Risk (70–79%),36
58029,Erie,ND,92.25,Lowest Risk (85%+),36
27025,Madison,NC,72.38,Medium Risk (70–79%),2
59453,Judith Gap,MT,84.06,Low Risk (80–84%),36
37022,Bethpage,TN,73.82,Medium Risk (70–79%),8
61232,Andalusia,IL,72.01,Medium Risk (70–79%),14
27406,Greensboro,NC,66.44,High Risk (60–69%),2
63823,Bertrand,MO,54.42,Very High Risk (<60%),6
59759,Whitehall,MT,72.54,Medium Risk (70–79%),36
58377,Starkweather,ND,47.3,Very High Risk (<60%),36
31798,Wray,GA,67.99,High Risk (60–69%),10
37201,Nashville,TN,64.52,High Risk (60–69%),8
33442,Deerfield Beach,FL,62.49,High Risk (60–69%),7
58385,Wolford,ND,82.93,Low Risk (80–84%),36
41858,Whitesburg,KY,73.41,Medium Risk (70–79%),13
55744,Grand Rapids,MN,77.99,Medium Risk (70–79%),26
60456,Hometown,IL,67.82,High Risk (60–69%),14
46590,Winona Lake,IN,75.97,Medium Risk (70–79%),10
30461,Statesboro,GA,68.34,High Risk (60–69%),10
39322,Buckatunna,MS,66.56,High Risk (60–69%),0
60461,Olympia Fields,IL,67.16,High Risk (60–69%),14
55753,Keewatin,MN,69.19,High Risk (60–69%),26
39327,Decatur,MS,61.35,High Risk (60–69%),0
35653,Russellville,AL,65.56,High Risk (60–69%),1
42022,NA,NA,94.45,Lowest Risk (85%+),15
30467,Sylvania,GA,61.02,High Risk (60–69%),10
42023,Bardwell,KY,67.7,High Risk (60–69%),13
55760,McGregor,MN,75.83,Medium Risk (70–79%),26
48469,Port Sanilac,MI,65.41,High Risk (60–69%),29
55764,Marble,MN,63.84,High Risk (60–69%),26
39705,Columbus,MS,74.91,Medium Risk (70–79%),0
42765,Munfordville,KY,73.67,Medium Risk (70–79%),13
42784,Upton,KY,72.12,Medium Risk (70–79%),13
39730,Aberdeen,MS,69.61,High Risk (60–69%),0
36107,Montgomery,AL,66.36,High Risk (60–69%),1
48889,Sumner,MI,71,Medium Risk (70–79%),29
56185,Wilmont,MN,41.7,Very High Risk (<60%),26
48894,Westphalia,MI,67.74,High Risk (60–69%),29
52201,Ainsworth,IA,76.39,Medium Risk (70–79%),9
56207,Alberta,MN,46.04,Very High Risk (<60%),26
63385,Wentzville,MO,80.81,Low Risk (80–84%),6
27028,Mocksville,NC,70.08,Medium Risk (70–79%),2
37025,Bon Aqua,TN,73.43,Medium Risk (70–79%),8
31523,Brunswick,GA,68,High Risk (60–69%),10
59457,Lewistown,MT,79.16,Medium Risk (70–79%),36
57025,Elk Point,SD,68.4,High Risk (60–69%),16
59464,Moore,MT,84.27,Low Risk (80–84%),36
33150,Miami,FL,50.34,Very High Risk (<60%),7
27030,Mount Airy,NC,68.2,High Risk (60–69%),2
59471,Roy,MT,99.19,Lowest Risk (85%+),36
37030,Carthage,TN,68.84,High Risk (60–69%),8
31533,Douglas,GA,62.86,High Risk (60–69%),10
61251,Fenton,IL,73.5,Medium Risk (70–79%),14
63837,Clarkton,MO,72.51,Medium Risk (70–79%),6
31811,Hamilton,GA,76.02,Medium Risk (70–79%),10
37206,Nashville,TN,77.16,Medium Risk (70–79%),8
29307,Spartanburg,SC,71.62,Medium Risk (70–79%),224
49660,Manistee,MI,65.37,High Risk (60–69%),29
29320,Arcadia,SC,59.32,Very High Risk (<60%),224
61572,Yates City,IL,61.79,High Risk (60–69%),14
59808,Missoula,MT,77.96,Medium Risk (70–79%),36
58415,Berlin,ND,29.09,Very High Risk (<60%),36
30473,Uvalda,GA,64.51,High Risk (60–69%),10
39335,Lauderdale,MS,77.18,Medium Risk (70–79%),0
48476,Vernon,MI,62.29,High Risk (60–69%),29
51009,Calumet,IA,44.43,Very High Risk (<60%),9
51011,Chatsworth,IA,65.51,High Risk (60–69%),9
39339,Louisville,MS,63.64,High Risk (60–69%),0
60474,South Wilmington,IL,93.89,Lowest Risk (85%+),14
39342,Marion,MS,63.67,High Risk (60–69%),0
32531,Baker,FL,69.54,High Risk (60–69%),7
32534,Pensacola,FL,68.98,High Risk (60–69%),7
37040,Clarksville,TN,72.54,Medium Risk (70–79%),8
36117,Montgomery,AL,72.73,Medium Risk (70–79%),1
56209,Atwater,MN,77.61,Medium Risk (70–79%),26
31002,Adrian,GA,62.65,High Risk (60–69%),10
52212,Center Junction,IA,77.19,Medium Risk (70–79%),9
31006,Butler,GA,67.89,High Risk (60–69%),10
36203,Oxford,AL,69.57,High Risk (60–69%),1
39759,Starkville,MS,73.43,Medium Risk (70–79%),0
52221,Guernsey,IA,15.18,Very High Risk (<60%),9
47170,Scottsburg,IN,75.97,Medium Risk (70–79%),10
49341,Rockford,MI,77.34,Medium Risk (70–79%),29
63401,Hannibal,MO,71.89,Medium Risk (70–79%),6
29037,Chappells,SC,73.43,Medium Risk (70–79%),224
29038,Cope,SC,70.14,Medium Risk (70–79%),224
58049,Kathryn,ND,80.7,Low Risk (80–84%),36
37033,Centerville,TN,74.03,Medium Risk (70–79%),8
29040,Dalzell,SC,65.35,High Risk (60–69%),224
61256,Hampton,IL,68.47,High Risk (60–69%),14
59486,Valier,MT,78.75,Medium Risk (70–79%),36
37036,Charlotte,TN,78.49,Medium Risk (70–79%),8
27052,Walnut Cove,NC,70.7,Medium Risk (70–79%),2
56541,NA,NA,69.21,High Risk (60–69%),15
27053,Westfield,NC,71.75,Medium Risk (70–79%),2
37037,Christiana,TN,79.82,Medium Risk (70–79%),8
57041,Lyons,SD,18.89,Very High Risk (<60%),16
61263,Matherville,IL,64.12,High Risk (60–69%),14
29044,Eastover,SC,62.28,High Risk (60–69%),224
22473,Heathsville,VA,79.45,Medium Risk (70–79%),5
57457,Long Lake,SD,24.56,Very High Risk (<60%),16
37303,Athens,TN,71.7,Medium Risk (70–79%),8
39813,Arlington,GA,57.36,Very High Risk (<60%),10
59846,Huson,MT,64.48,High Risk (60–69%),36
37306,Belvidere,TN,68.94,High Risk (60–69%),8
58451,Hurdsfield,ND,18.18,Very High Risk (<60%),36
59853,Noxon,MT,72.82,Medium Risk (70–79%),36
29360,Laurens,SC,62.84,High Risk (60–69%),224
27529,Garner,NC,68.03,High Risk (60–69%),2
59854,Ovando,MT,85.58,Lowest Risk (85%+),36
59855,Pablo,MT,68.05,High Risk (60–69%),36
43317,Chesterville,OH,62.72,High Risk (60–69%),40
29373,NA,NA,93.75,Lowest Risk (85%+),15
51030,Lawton,IA,60.6,High Risk (60–69%),9
55803,Duluth,MN,74.72,Medium Risk (70–79%),26
48529,Burton,MI,56.87,Very High Risk (<60%),29
39354,Preston,MS,72.45,Medium Risk (70–79%),0
30513,Blue Ridge,GA,64.17,High Risk (60–69%),10
39356,Rose Hill,MS,72.89,Medium Risk (70–79%),0
51035,Marcus,IA,70.57,Medium Risk (70–79%),9
39359,Sebastopol,MS,76.79,Medium Risk (70–79%),0
39362,State Line,MS,56.81,Very High Risk (<60%),0
32550,Miramar Beach,FL,57.79,Very High Risk (<60%),7
56228,Cosmos,MN,63.99,High Risk (60–69%),26
63028,Festus,MO,80.3,Low Risk (80–84%),6
31015,Cordele,GA,63.92,High Risk (60–69%),10
36258,Delta,AL,79.67,Medium Risk (70–79%),1
31016,Culloden,GA,74.9,Medium Risk (70–79%),10
59003,Ashland,MT,67.02,High Risk (60–69%),36
52240,Iowa City,IA,73.7,Medium Risk (70–79%),9
36262,Fruithurst,AL,75.08,Medium Risk (70–79%),1
31018,Davisboro,GA,60.3,High Risk (60–69%),10
31020,Dry Branch,GA,63.08,High Risk (60–69%),10
56239,Ghent,MN,70.88,Medium Risk (70–79%),26
47201,Columbus,IN,79.72,Medium Risk (70–79%),10
63043,Maryland Heights,MO,74.32,Medium Risk (70–79%),6
31539,Hazlehurst,GA,69.47,High Risk (60–69%),10
47620,Mount Vernon,IN,80.07,Low Risk (80–84%),10
58057,McLeod,ND,85.89,Lowest Risk (85%+),36
56544,Frazee,MN,79.4,Medium Risk (70–79%),26
57047,Monroe,SD,69.44,High Risk (60–69%),16
59501,Havre,MT,78.96,Medium Risk (70–79%),36
31544,Jacksonville,GA,77.47,Medium Risk (70–79%),10
57050,Nunda,SD,62.86,High Risk (60–69%),16
58061,Mooreton,ND,57.8,Very High Risk (<60%),36
29053,Gaston,SC,64.53,High Risk (60–69%),224
37046,College Grove,TN,77.32,Medium Risk (70–79%),8
61273,Orion,IL,80.43,Low Risk (80–84%),14
37321,Dayton,TN,73.57,Medium Risk (70–79%),8
59864,Ronan,MT,67.14,High Risk (60–69%),36
49715,Brimley,MI,67.43,High Risk (60–69%),29
61742,Goodfield,IL,55.91,Very High Risk (<60%),14
22546,Ruther Glen,VA,76.33,Medium Risk (70–79%),5
49719,Cedarville,MI,58.67,Very High Risk (<60%),29
63944,Greenville,MO,94.28,Lowest Risk (85%+),6
37322,Decatur,TN,67.78,High Risk (60–69%),8
49720,Charlevoix,MI,67.15,High Risk (60–69%),29
59868,Seeley Lake,MT,70.6,Medium Risk (70–79%),36
63955,Oxly,MO,77.6,Medium Risk (70–79%),6
61751,Lawndale,IL,73.26,Medium Risk (70–79%),14
22553,Spotsylvania,VA,75.72,Medium Risk (70–79%),5
39845,Donalsonville,GA,65.9,High Risk (60–69%),10
27546,Lillington,NC,68.53,High Risk (60–69%),2
37324,Decherd,TN,71.68,Medium Risk (70–79%),8
32564,Holt,FL,67.21,High Risk (60–69%),7
30522,Cherry Log,GA,65.31,High Risk (60–69%),10
35756,Madison,AL,71.66,Medium Risk (70–79%),1
51051,Rodney,IA,19.19,Very High Risk (<60%),9
46731,Craigville,IN,70.79,Medium Risk (70–79%),10
32565,Jay,FL,77.72,Medium Risk (70–79%),7
42071,Murray,KY,78.04,Medium Risk (70–79%),13
30523,Clarkesville,GA,66.63,High Risk (60–69%),10
42078,Salem,KY,70.17,Medium Risk (70–79%),13
30525,Clayton,GA,67.13,High Risk (60–69%),10
42081,Smithland,KY,77.97,Medium Risk (70–79%),13
55909,Adams,MN,63.39,High Risk (60–69%),26
51101,Sioux City,IA,64.38,High Risk (60–69%),9
30529,Commerce,GA,65.19,High Risk (60–69%),10
32568,Mc David,FL,68.57,High Risk (60–69%),7
35761,New Market,AL,76.69,Medium Risk (70–79%),1
42101,Bowling Green,KY,68.47,High Risk (60–69%),13
47220,Brownstown,IN,73.48,Medium Risk (70–79%),10
59016,Busby,MT,80.82,Low Risk (80–84%),36
47226,Clifford,IN,83.27,Low Risk (80–84%),10
31023,Eastman,GA,63.11,High Risk (60–69%),10
56255,Lucan,MN,57.73,Very High Risk (<60%),26
49017,Battle Creek,MI,68.2,High Risk (60–69%),29
59020,Cooke City,MT,73.87,Medium Risk (70–79%),36
63053,NA,NA,73.67,Medium Risk (70–79%),15
59028,Fishtail,MT,73.22,Medium Risk (70–79%),36
59029,Fromberg,MT,80.57,Low Risk (80–84%),36
47240,Greensburg,IN,76.45,Medium Risk (70–79%),10
56263,Milroy,MN,61.81,High Risk (60–69%),26
36274,Roanoke,AL,71.1,Medium Risk (70–79%),1
36276,Wadley,AL,69.08,High Risk (60–69%),1
63069,Pacific,MO,73.59,Medium Risk (70–79%),6
37048,Cottontown,TN,72.81,Medium Risk (70–79%),8
56556,McIntosh,MN,53.01,Very High Risk (<60%),26
57061,Sinai,SD,18.78,Very High Risk (<60%),16
37050,Cumberland City,TN,74.23,Medium Risk (70–79%),8
29058,Heath Springs,SC,67.99,High Risk (60–69%),224
56557,Mahnomen,MN,67.36,High Risk (60–69%),26
59523,Chinook,MT,88.16,Lowest Risk (85%+),36
47654,NA,NA,75.51,Medium Risk (70–79%),15
31552,Millwood,GA,72.11,Medium Risk (70–79%),10
31553,Nahunta,GA,65.01,High Risk (60–69%),10
56565,Nashua,MN,43.88,Very High Risk (<60%),26
58075,Wahpeton,ND,75.77,Medium Risk (70–79%),36
27201,NA,NA,77.34,Medium Risk (70–79%),15
63462,Perry,MO,77.95,Medium Risk (70–79%),6
56569,Ogema,MN,66.08,High Risk (60–69%),26
59821,Arlee,MT,63.19,High Risk (60–69%),36
59823,Bonner,MT,76.26,Medium Risk (70–79%),36
53150,Muskego,WI,74.43,Medium Risk (70–79%),36
49675,Onekama,MI,62.12,High Risk (60–69%),29
22407,Fredericksburg,VA,73.72,Medium Risk (70–79%),5
31836,Woodland,GA,60.93,High Risk (60–69%),10
59826,Condon,MT,72.02,Medium Risk (70–79%),36
59829,Darby,MT,77.88,Medium Risk (70–79%),36
22427,Bowling Green,VA,75.04,Medium Risk (70–79%),5
53172,South Milwaukee,WI,69.02,High Risk (60–69%),36
30533,Dahlonega,GA,72.95,Medium Risk (70–79%),10
35765,Pisgah,AL,74.29,Medium Risk (70–79%),1
32571,Milton,FL,77.52,Medium Risk (70–79%),7
39402,Hattiesburg,MS,74.32,Medium Risk (70–79%),0
60519,NA,NA,65.9,High Risk (60–69%),15
30534,Dawsonville,GA,72.77,Medium Risk (70–79%),10
35768,Scottsboro,AL,73.62,Medium Risk (70–79%),1
51111,Sioux City,IA,63.18,High Risk (60–69%),9
48624,Gladwin,MI,68.24,High Risk (60–69%),29
30536,Ellijay,GA,61.68,High Risk (60–69%),10
32580,Valparaiso,FL,77.73,Medium Risk (70–79%),7
39426,Carriere,MS,69.11,High Risk (60–69%),0
